,Latitude,Longitude,ChcTemp,geometry,Location,X,Y
61,35.889167,-106.570278,290.113602,POINT (-11863349.08065761 3995163.795434758),"(-106.570278, 35.889167)",-11863349.080657605,3995163.7954347576
62,35.893333,-106.58,284.30138900000003,POINT (-11864431.3287471 3995627.552433402),"(-106.58, 35.893333)",-11864431.328747097,3995627.5524334023
63,35.896389,-106.567778,282.58813,POINT (-11863070.78193062 3995967.744797267),"(-106.567778, 35.896389)",-11863070.781930622,3995967.744797267
64,35.893333,-106.58,282.58813,POINT (-11864431.3287471 3995627.552433402),"(-106.58, 35.893333)",-11864431.328747097,3995627.5524334023
65,35.896389,-106.567778,274.823033,POINT (-11863070.78193062 3995967.744797267),"(-106.567778, 35.896389)",-11863070.781930622,3995967.744797267
66,35.884444,-106.5825,270.842475,POINT (-11864709.62747408 3994638.033479741),"(-106.5825, 35.884444)",-11864709.62747408,3994638.0334797413
67,35.884444,-106.5825,266.791655,POINT (-11864709.62747408 3994638.033479741),"(-106.5825, 35.884444)",-11864709.62747408,3994638.0334797413
68,35.909444,-106.63138899999998,233.680254,POINT (-11870151.92605947 3997421.020749573),"(-106.63138899999998, 35.909444)",-11870151.926059471,3997421.020749573
69,35.909444,-106.63138899999998,219.97724700000003,POINT (-11870151.92605947 3997421.020749573),"(-106.63138899999998, 35.909444)",-11870151.926059471,3997421.020749573
70,35.906667,-106.615278,175.878152,POINT (-11868358.4577433 3997111.88652364),"(-106.615278, 35.906667)",-11868358.457743302,3997111.88652364
71,35.908056,-106.615,173.09221100000002,POINT (-11868327.51092486 3997266.509296352),"(-106.615, 35.908056)",-11868327.51092486,3997266.509296352
72,35.908056,-106.615,170.24715,POINT (-11868327.51092486 3997266.509296352),"(-106.615, 35.908056)",-11868327.51092486,3997266.509296352
73,35.908056,-106.615,169.52623,POINT (-11868327.51092486 3997266.509296352),"(-106.615, 35.908056)",-11868327.51092486,3997266.509296352
74,35.875833,-106.661667,168.43737,POINT (-11873522.45760171 3993679.46134452),"(-106.661667, 35.875833)",-11873522.457601711,3993679.46134452
75,35.906667,-106.615278,166.97126599999999,POINT (-11868358.4577433 3997111.88652364),"(-106.615278, 35.906667)",-11868358.457743302,3997111.88652364
76,35.908056,-106.615,164.36481799999999,POINT (-11868327.51092486 3997266.509296352),"(-106.615, 35.908056)",-11868327.51092486,3997266.509296352
77,35.908056,-106.615,145.71379299999998,POINT (-11868327.51092486 3997266.509296352),"(-106.615, 35.908056)",-11868327.51092486,3997266.509296352
78,32.953333,-107.581667,138.26994399999998,POINT (-11975936.38913152 3668348.249501179),"(-107.581667, 32.953333)",-11975936.389131524,3668348.2495011785
79,32.145,-108.831667,136.327595,POINT (-12115085.75262311 3578365.031549779),"(-108.831667, 32.145)",-12115085.752623115,3578365.031549779
80,32.145,-108.831667,135.12581699999998,POINT (-12115085.75262311 3578365.031549779),"(-108.831667, 32.145)",-12115085.752623115,3578365.031549779
81,32.145,-108.831667,135.12581699999998,POINT (-12115085.75262311 3578365.031549779),"(-108.831667, 32.145)",-12115085.752623115,3578365.031549779
82,32.148333,-108.831667,134.154564,POINT (-12115085.75262311 3578736.059412593),"(-108.831667, 32.148333)",-12115085.752623115,3578736.059412593
83,32.145,-108.831667,133.17434,POINT (-12115085.75262311 3578365.031549779),"(-108.831667, 32.145)",-12115085.752623115,3578365.031549779
84,32.145833,-108.8325,131.686693,POINT (-12115178.48175894 3578457.76068561),"(-108.8325, 32.145833)",-12115178.481758945,3578457.76068561
85,32.953333,-107.581667,130.17756599999998,POINT (-11975936.38913152 3668348.249501179),"(-107.581667, 32.953333)",-11975936.389131524,3668348.2495011785
86,32.145,-108.831667,130.17756599999998,POINT (-12115085.75262311 3578365.031549779),"(-108.831667, 32.145)",-12115085.752623115,3578365.031549779
87,32.145278000000005,-108.838889,121.176276,POINT (-12115889.70198562 3578395.97836822),"(-108.838889, 32.145278000000005)",-12115889.701985624,3578395.97836822
88,32.145,-108.8323,119.83724199999999,POINT (-12115156.21786079 3578365.031549779),"(-108.8323, 32.145)",-12115156.217860788,3578365.031549779
89,32.145278000000005,-108.838889,114.880068,POINT (-12115889.70198562 3578395.97836822),"(-108.838889, 32.145278000000005)",-12115889.701985624,3578395.97836822
90,32.145278000000005,-108.838889,114.28647600000001,POINT (-12115889.70198562 3578395.97836822),"(-108.838889, 32.145278000000005)",-12115889.701985624,3578395.97836822
91,32.145,-108.831667,114.28647600000001,POINT (-12115085.75262311 3578365.031549779),"(-108.831667, 32.145)",-12115085.752623115,3578365.031549779
92,35.971389,-106.560556,113.689097,POINT (-11862266.83256811 4004316.706606762),"(-106.560556, 35.971389)",-11862266.832568113,4004316.7066067625
93,32.145278000000005,-108.8425,112.482724,POINT (-12116291.67666688 3578395.97836822),"(-108.8425, 32.145278000000005)",-12116291.676666878,3578395.97836822
94,36.5497,-105.69200000000001,112.482724,POINT (-11765579.62092267 4068693.992646911),"(-105.69200000000001, 36.5497)",-11765579.620922672,4068693.992646911
95,35.971389,-106.560556,112.482724,POINT (-11862266.83256811 4004316.706606762),"(-106.560556, 35.971389)",-11862266.832568113,4004316.7066067625
96,32.145833,-108.8325,112.482724,POINT (-12115178.48175894 3578457.76068561),"(-108.8325, 32.145833)",-12115178.481758945,3578457.76068561
97,32.1458,-108.833,111.873598,POINT (-12115234.14150434 3578454.087142413),"(-108.833, 32.1458)",-12115234.141504344,3578454.0871424135
98,32.145278000000005,-108.8425,110.643123,POINT (-12116291.67666688 3578395.97836822),"(-108.8425, 32.145278000000005)",-12116291.676666878,3578395.97836822
99,35.773333,-106.68888899999999,110.643123,POINT (-11876552.79678009 3982269.213538209),"(-106.68888899999999, 35.773333)",-11876552.796780085,3982269.2135382094
100,35.971389,-106.560556,108.13123200000001,POINT (-11862266.83256811 4004316.706606762),"(-106.560556, 35.971389)",-11862266.832568113,4004316.7066067625
101,35.770556,-106.69138899999999,107.748356,POINT (-11876831.09550707 3981960.079312277),"(-106.69138899999999, 35.770556)",-11876831.095507067,3981960.0793122766
102,35.773333,-106.68888899999999,106.84857,POINT (-11876552.79678009 3982269.213538209),"(-106.68888899999999, 35.773333)",-11876552.796780085,3982269.2135382094
103,33.245,-108.881667,106.20026999999999,POINT (-12120651.72716278 3700816.47142238),"(-108.881667, 33.245)",-12120651.727162778,3700816.47142238
104,35.773333,-106.68888899999999,106.20026999999999,POINT (-11876552.79678009 3982269.213538209),"(-106.68888899999999, 35.773333)",-11876552.796780085,3982269.2135382094
105,35.773333,-106.68888899999999,106.20026999999999,POINT (-11876552.79678009 3982269.213538209),"(-106.68888899999999, 35.773333)",-11876552.796780085,3982269.2135382094
106,35.773333,-106.68888899999999,105.547206,POINT (-11876552.79678009 3982269.213538209),"(-106.68888899999999, 35.773333)",-11876552.796780085,3982269.2135382094
107,35.773333,-106.68888899999999,105.547206,POINT (-11876552.79678009 3982269.213538209),"(-106.68888899999999, 35.773333)",-11876552.796780085,3982269.2135382094
108,35.773333,-106.68888899999999,105.547206,POINT (-11876552.79678009 3982269.213538209),"(-106.68888899999999, 35.773333)",-11876552.796780085,3982269.2135382094
109,32.145833,-108.8325,105.547206,POINT (-12115178.48175894 3578457.76068561),"(-108.8325, 32.145833)",-12115178.481758945,3578457.76068561
110,32.284194,-106.71700000000001,105.547206,POINT (-11879682.09898578 3593860.036751258),"(-106.71700000000001, 32.284194)",-11879682.098985776,3593860.036751258
111,32.284194,-106.71700000000001,105.547206,POINT (-11879682.09898578 3593860.036751258),"(-106.71700000000001, 32.284194)",-11879682.098985776,3593860.036751258
112,35.773333,-106.68888899999999,104.88928700000001,POINT (-11876552.79678009 3982269.213538209),"(-106.68888899999999, 35.773333)",-11876552.796780085,3982269.2135382094
113,35.773333,-106.68888899999999,104.88928700000001,POINT (-11876552.79678009 3982269.213538209),"(-106.68888899999999, 35.773333)",-11876552.796780085,3982269.2135382094
114,35.770556,-106.69138899999999,104.88928700000001,POINT (-11876831.09550707 3981960.079312277),"(-106.69138899999999, 35.770556)",-11876831.095507067,3981960.0793122766
115,33.245,-108.881667,104.849655,POINT (-12120651.72716278 3700816.47142238),"(-108.881667, 33.245)",-12120651.727162778,3700816.47142238
116,35.773333,-106.68888899999999,104.22641800000001,POINT (-11876552.79678009 3982269.213538209),"(-106.68888899999999, 35.773333)",-11876552.796780085,3982269.2135382094
117,35.773333,-106.68888899999999,104.22641800000001,POINT (-11876552.79678009 3982269.213538209),"(-106.68888899999999, 35.773333)",-11876552.796780085,3982269.2135382094
118,35.773333,-106.68888899999999,103.558504,POINT (-11876552.79678009 3982269.213538209),"(-106.68888899999999, 35.773333)",-11876552.796780085,3982269.2135382094
119,33.233333,-108.233333,102.88544399999999,POINT (-12048479.51641881 3699517.706923295),"(-108.233333, 33.233333)",-12048479.516418813,3699517.7069232953
120,33.245,-108.881667,102.88544399999999,POINT (-12120651.72716278 3700816.47142238),"(-108.881667, 33.245)",-12120651.727162778,3700816.47142238
121,35.770556,-106.69138899999999,102.479095,POINT (-11876831.09550707 3981960.079312277),"(-106.69138899999999, 35.770556)",-11876831.095507067,3981960.0793122766
122,36.323333,-105.608333,101.52346899999999,POINT (-11756265.85308647 4043494.93347451),"(-105.608333, 36.323333)",-11756265.85308647,4043494.9334745095
123,36.5084,-105.72399999999999,101.52346899999999,POINT (-11769141.84462805 4064096.497677149),"(-105.72399999999999, 36.5084)",-11769141.844628055,4064096.4976771493
124,35.770556,-106.69138899999999,101.45480400000001,POINT (-11876831.09550707 3981960.079312277),"(-106.69138899999999, 35.770556)",-11876831.095507067,3981960.0793122766
125,33.163333,-108.183333,101.447935,POINT (-12042913.54187915 3691725.342567766),"(-108.183333, 33.163333)",-12042913.54187915,3691725.342567766
126,33.2334,-108.2352,101.447935,POINT (-12048687.34990812 3699525.165329178),"(-108.2352, 33.2334)",-12048687.349908125,3699525.1653291783
127,35.938333,-106.645556,101.386084,POINT (-11871728.98928554 4000636.9295191),"(-106.645556, 35.938333)",-11871728.989285542,4000636.9295191
128,33.233333,-108.233333,100.834339,POINT (-12048479.51641881 3699517.706923295),"(-108.233333, 33.233333)",-12048479.516418813,3699517.7069232953
129,35.773333,-106.68888899999999,100.834339,POINT (-11876552.79678009 3982269.213538209),"(-106.68888899999999, 35.773333)",-11876552.796780085,3982269.2135382094
130,33.245,-108.881667,100.834339,POINT (-12120651.72716278 3700816.47142238),"(-108.881667, 33.245)",-12120651.727162778,3700816.47142238
131,33.245,-108.881667,100.139629,POINT (-12120651.72716278 3700816.47142238),"(-108.881667, 33.245)",-12120651.727162778,3700816.47142238
132,35.773333,-106.68888899999999,99.439222,POINT (-11876552.79678009 3982269.213538209),"(-106.68888899999999, 35.773333)",-11876552.796780085,3982269.2135382094
133,32.284194,-106.71700000000001,98.020831,POINT (-11879682.09898578 3593860.036751258),"(-106.71700000000001, 32.284194)",-11879682.098985776,3593860.036751258
134,35.773333,-106.68888899999999,98.020831,POINT (-11876552.79678009 3982269.213538209),"(-106.68888899999999, 35.773333)",-11876552.796780085,3982269.2135382094
135,35.653333,-105.29,97.302591,POINT (-11720829.18562377 3968910.874643017),"(-105.29, 35.653333)",-11720829.185623774,3968910.8746430166
136,35.938333,-106.645556,97.302591,POINT (-11871728.98928554 4000636.9295191),"(-106.645556, 35.938333)",-11871728.989285542,4000636.9295191
137,35.938333,-106.645556,97.302591,POINT (-11871728.98928554 4000636.9295191),"(-106.645556, 35.938333)",-11871728.989285542,4000636.9295191
138,33.233333,-108.233333,97.302591,POINT (-12048479.51641881 3699517.706923295),"(-108.233333, 33.233333)",-12048479.516418813,3699517.7069232953
139,33.245,-108.881667,97.302591,POINT (-12120651.72716278 3700816.47142238),"(-108.881667, 33.245)",-12120651.727162778,3700816.47142238
140,33.245,-108.881667,97.302591,POINT (-12120651.72716278 3700816.47142238),"(-108.881667, 33.245)",-12120651.727162778,3700816.47142238
141,35.773333,-106.68888899999999,96.57814499999999,POINT (-11876552.79678009 3982269.213538209),"(-106.68888899999999, 35.773333)",-11876552.796780085,3982269.2135382094
142,35.938333,-106.645556,96.57814499999999,POINT (-11871728.98928554 4000636.9295191),"(-106.645556, 35.938333)",-11871728.989285542,4000636.9295191
143,33.233333,-108.233333,95.847353,POINT (-12048479.51641881 3699517.706923295),"(-108.233333, 33.233333)",-12048479.516418813,3699517.7069232953
144,32.5006,-106.9291,95.847353,POINT (-11903292.96298303 3617950.242475867),"(-106.9291, 32.5006)",-11903292.962983029,3617950.2424758673
145,32.496666999999995,-106.91666699999999,95.47953299999999,POINT (-11901908.92775399 3617512.422918577),"(-106.91666699999999, 32.496666999999995)",-11901908.927753994,3617512.4229185767
146,35.906110999999996,-106.2025,95.110072,POINT (-11822408.22097264 3997049.992886758),"(-106.2025, 35.906110999999996)",-11822408.220972637,3997049.9928867584
147,33.245,-108.881667,94.366152,POINT (-12120651.72716278 3700816.47142238),"(-108.881667, 33.245)",-12120651.727162778,3700816.47142238
148,33.245,-108.881667,93.751076,POINT (-12120651.72716278 3700816.47142238),"(-108.881667, 33.245)",-12120651.727162778,3700816.47142238
149,35.653333,-105.29,93.615439,POINT (-11720829.18562377 3968910.874643017),"(-105.29, 35.653333)",-11720829.185623774,3968910.8746430166
150,32.496666999999995,-106.91666699999999,93.615439,POINT (-11901908.92775399 3617512.422918577),"(-106.91666699999999, 32.496666999999995)",-11901908.927753994,3617512.4229185767
151,32.496666999999995,-106.91666699999999,93.615439,POINT (-11901908.92775399 3617512.422918577),"(-106.91666699999999, 32.496666999999995)",-11901908.927753994,3617512.4229185767
152,33.198333,-108.20330600000001,93.464467,POINT (-12045136.92606876 3695621.52474553),"(-108.20330600000001, 33.198333)",-12045136.926068764,3695621.52474553
153,33.198611,-108.204444,92.857773,POINT (-12045263.60764929 3695652.471563971),"(-108.204444, 33.198611)",-12045263.607649285,3695652.4715639707
154,33.183333000000005,-108.16666699999999,92.857773,POINT (-12041058.29124559 3693951.732383632),"(-108.16666699999999, 33.183333000000005)",-12041058.291245587,3693951.732383632
155,32.5006,-106.9291,92.857773,POINT (-11903292.96298303 3617950.242475867),"(-106.9291, 32.5006)",-11903292.962983029,3617950.2424758673
156,35.938333,-106.645556,92.857773,POINT (-11871728.98928554 4000636.9295191),"(-106.645556, 35.938333)",-11871728.989285542,4000636.9295191
157,33.198611,-108.204444,92.857773,POINT (-12045263.60764929 3695652.471563971),"(-108.204444, 33.198611)",-12045263.607649285,3695652.4715639707
158,36.305,-106.05666699999999,92.857773,POINT (-11806174.16567178 4041454.113249797),"(-106.05666699999999, 36.305)",-11806174.16567178,4041454.113249797
159,33.198611,-108.204444,92.330842,POINT (-12045263.60764929 3695652.471563971),"(-108.204444, 33.198611)",-12045263.607649285,3695652.4715639707
160,33.196667,-108.2035,92.246522,POINT (-12045158.52204998 3695436.066473868),"(-108.2035, 33.196667)",-12045158.522049978,3695436.066473868
161,33.245,-108.881667,92.092987,POINT (-12120651.72716278 3700816.47142238),"(-108.881667, 33.245)",-12120651.727162778,3700816.47142238
162,33.2,-108.2,92.092987,POINT (-12044768.9038322 3695807.094336683),"(-108.2, 33.2)",-12044768.9038322,3695807.094336683
163,33.233333,-108.233333,92.092987,POINT (-12048479.51641881 3699517.706923295),"(-108.233333, 33.233333)",-12048479.516418813,3699517.7069232953
164,32.283056,-106.725,92.092987,POINT (-11880572.65491212 3593733.355170735),"(-106.725, 32.283056)",-11880572.654912122,3593733.355170735
165,32.284194,-106.71700000000001,92.092987,POINT (-11879682.09898578 3593860.036751258),"(-106.71700000000001, 32.284194)",-11879682.098985776,3593860.036751258
166,32.287778,-106.715833,92.092987,POINT (-11879552.18914002 3594259.005806261),"(-106.715833, 32.287778)",-11879552.18914002,3594259.0058062607
167,32.287778,-106.715833,92.092987,POINT (-11879552.18914002 3594259.005806261),"(-106.715833, 32.287778)",-11879552.18914002,3594259.0058062607
168,32.51,-107.49,92.092987,POINT (-11965732.06536897 3618996.645689324),"(-107.49, 32.51)",-11965732.065368975,3618996.645689324
169,35.653333,-105.29,91.707871,POINT (-11720829.18562377 3968910.874643017),"(-105.29, 35.653333)",-11720829.185623774,3968910.8746430166
170,35.653333,-105.29,91.707871,POINT (-11720829.18562377 3968910.874643017),"(-105.29, 35.653333)",-11720829.185623774,3968910.8746430166
171,33.198611,-108.204444,91.53009899999999,POINT (-12045263.60764929 3695652.471563971),"(-108.204444, 33.198611)",-12045263.607649285,3695652.4715639707
172,33.198611,-108.204444,91.320909,POINT (-12045263.60764929 3695652.471563971),"(-108.204444, 33.198611)",-12045263.607649285,3695652.4715639707
173,33.163333,-108.183333,91.320909,POINT (-12042913.54187915 3691725.342567766),"(-108.183333, 33.163333)",-12042913.54187915,3691725.342567766
174,32.5006,-106.9291,91.320909,POINT (-11903292.96298303 3617950.242475867),"(-106.9291, 32.5006)",-11903292.962983029,3617950.2424758673
175,35.773333,-106.68888899999999,91.320909,POINT (-11876552.79678009 3982269.213538209),"(-106.68888899999999, 35.773333)",-11876552.796780085,3982269.2135382094
176,35.653333,-105.29,91.320909,POINT (-11720829.18562377 3968910.874643017),"(-105.29, 35.653333)",-11720829.185623774,3968910.8746430166
177,32.5006,-106.9291,90.54136,POINT (-11903292.96298303 3617950.242475867),"(-106.9291, 32.5006)",-11903292.962983029,3617950.2424758673
178,33.2,-108.20833300000001,90.54136,POINT (-12045696.52914898 3695807.094336683),"(-108.20833300000001, 33.2)",-12045696.529148981,3695807.094336683
179,33.2,-108.20833300000001,90.54136,POINT (-12045696.52914898 3695807.094336683),"(-108.20833300000001, 33.2)",-12045696.529148981,3695807.094336683
180,32.283056,-106.725,90.54136,POINT (-11880572.65491212 3593733.355170735),"(-106.725, 32.283056)",-11880572.654912122,3593733.355170735
181,36.304444000000004,-106.052222,90.54136,POINT (-11805679.3505352 4041392.219612916),"(-106.052222, 36.304444000000004)",-11805679.350535205,4041392.219612916
182,35.653333,-105.29,90.54136,POINT (-11720829.18562377 3968910.874643017),"(-105.29, 35.653333)",-11720829.185623774,3968910.8746430166
183,32.5006,-106.9291,90.54136,POINT (-11903292.96298303 3617950.242475867),"(-106.9291, 32.5006)",-11903292.962983029,3617950.2424758673
184,32.5006,-106.9291,90.54136,POINT (-11903292.96298303 3617950.242475867),"(-106.9291, 32.5006)",-11903292.962983029,3617950.2424758673
185,32.5,-106.91666699999999,90.384537,POINT (-11901908.92775399 3617883.450781391),"(-106.91666699999999, 32.5)",-11901908.927753994,3617883.450781391
186,33.163333,-108.183333,89.754153,POINT (-12042913.54187915 3691725.342567766),"(-108.183333, 33.163333)",-12042913.54187915,3691725.342567766
187,33.198333,-108.20330600000001,89.754153,POINT (-12045136.92606876 3695621.52474553),"(-108.20330600000001, 33.198333)",-12045136.926068764,3695621.52474553
