,Latitude,Longitude,ChcTemp,geometry,Location,X,Y
1756,34.118611,-107.23888899999999,57.578694999999996,POINT (-11937778.51671639 3798066.403093782),"(-107.23888899999999, 34.118611)",-11937778.516716385,3798066.4030937823
1757,34.361111,-103.204722,57.578694999999996,POINT (-11488697.10050136 3825061.379611152),"(-103.204722, 34.361111)",-11488697.100501359,3825061.3796111518
1758,34.409721999999995,-103.376389,57.578694999999996,POINT (-11507806.98352737 3830472.731378103),"(-103.376389, 34.409721999999995)",-11507806.983527368,3830472.7313781027
1759,34.463056,-103.24333299999999,57.578694999999996,POINT (-11492995.25736038 3836409.845100072),"(-103.24333299999999, 34.463056)",-11492995.257360376,3836409.8451000717
1760,34.755556,-106.070278,57.578694999999996,POINT (-11807689.33526097 3868970.796157104),"(-106.070278, 34.755556)",-11807689.335260967,3868970.796157104
1761,34.7575,-106.186944,57.578694999999996,POINT (-11820676.53497386 3869187.201247206),"(-106.186944, 34.7575)",-11820676.534973856,3869187.201247206
1762,34.906944,-106.67583300000001,57.578694999999996,POINT (-11875099.40950829 3885823.231229316),"(-106.67583300000001, 34.906944)",-11875099.40950829,3885823.231229316
1763,34.96,-106.696389,57.578694999999996,POINT (-11877387.69296104 3891729.398132844),"(-106.696389, 34.96)",-11877387.692961035,3891729.398132844
1764,35.026944,-106.684722,57.578694999999996,POINT (-11876088.92846195 3899181.570124509),"(-106.684722, 35.026944)",-11876088.92846195,3899181.570124509
1765,35.049721999999996,-107.52416699999999,57.578694999999996,POINT (-11969535.51841091 3901717.205485797),"(-107.52416699999999, 35.049721999999996)",-11969535.518410908,3901717.2054857975
1766,35.135278,-106.67583300000001,57.578694999999996,POINT (-11875099.40950829 3911241.255840107),"(-106.67583300000001, 35.135278)",-11875099.40950829,3911241.2558401073
1767,35.135278,-106.67583300000001,57.578694999999996,POINT (-11875099.40950829 3911241.255840107),"(-106.67583300000001, 35.135278)",-11875099.40950829,3911241.2558401073
1768,35.152221999999995,-106.63888899999999,57.578694999999996,POINT (-11870986.82224042 3913127.453292108),"(-106.63888899999999, 35.152221999999995)",-11870986.822240422,3913127.453292108
1769,35.251111,-106.57166699999999,57.578694999999996,POINT (-11863503.70343032 3924135.726417165),"(-106.57166699999999, 35.251111)",-11863503.703430315,3924135.726417165
1770,35.605556,-103.09916700000001,57.578694999999996,POINT (-11476946.77165068 3963592.363331387),"(-103.09916700000001, 35.605556)",-11476946.771650676,3963592.363331387
1771,35.839166999999996,-103.91305600000001,57.578694999999996,POINT (-11567548.48069292 3989597.820895094),"(-103.91305600000001, 35.839166999999996)",-11567548.480692921,3989597.820895094
1772,35.870556,-106.214722,57.578694999999996,POINT (-11823768.76778911 3993092.028391604),"(-106.214722, 35.870556)",-11823768.76778911,3993092.028391604
1773,35.870556,-106.215278,57.578694999999996,POINT (-11823830.66142599 3993092.028391604),"(-106.215278, 35.870556)",-11823830.661425993,3993092.028391604
1774,35.884167,-106.162778,57.578694999999996,POINT (-11817986.38815935 3994607.197980791),"(-106.162778, 35.884167)",-11817986.388159346,3994607.197980791
1775,36.045,-105.808333,57.578694999999996,POINT (-11778529.75124512 4012511.045643546),"(-105.808333, 36.045)",-11778529.751245124,4012511.045643546
1776,36.065278,-103.3075,57.578694999999996,POINT (-11500138.29512611 4014768.382277852),"(-103.3075, 36.065278)",-11500138.29512611,4014768.382277852
1777,36.161111,-103.059444,57.578694999999996,POINT (-11472524.82751789 4025436.463039043),"(-103.059444, 36.161111)",-11472524.827517893,4025436.4630390434
1778,36.437222,-108.2925,57.578694999999996,POINT (-12055065.95673058 4056172.998961465),"(-108.2925, 36.437222)",-12055065.956730578,4056172.998961465
1779,36.452222,-103.189444,57.578694999999996,POINT (-11486996.36132102 4057842.791323364),"(-103.189444, 36.452222)",-11486996.361321017,4057842.7913233642
1780,32.252778,-106.46138899999998,57.578694999999996,POINT (-11851227.61262462 3590362.823628496),"(-106.46138899999998, 32.252778)",-11851227.612624615,3590362.8236284964
1781,32.365278,-106.450556,57.578694999999996,POINT (-11850021.68858085 3602886.26634274),"(-106.450556, 32.365278)",-11850021.688580854,3602886.26634274
1782,32.386389,-106.46138899999998,57.578694999999996,POINT (-11851227.61262462 3605236.332112877),"(-106.46138899999998, 32.386389)",-11851227.612624615,3605236.3321128767
1783,32.3925,-106.480278,57.578694999999996,POINT (-11853330.32648621 3605916.605521114),"(-106.480278, 32.3925)",-11853330.32648621,3605916.605521114
1784,32.401666999999996,-106.44555600000001,57.578694999999996,POINT (-11849465.09112689 3606937.071293216),"(-106.44555600000001, 32.401666999999996)",-11849465.091126887,3606937.0712932157
1785,32.252778,-106.46138899999998,57.578694999999996,POINT (-11851227.61262462 3590362.823628496),"(-106.46138899999998, 32.252778)",-11851227.612624615,3590362.8236284964
1786,32.342222,-106.444722,57.578694999999996,POINT (-11849372.25067157 3600319.68416301),"(-106.444722, 32.342222)",-11849372.250671566,3600319.6841630097
1787,32.3925,-106.480278,57.578694999999996,POINT (-11853330.32648621 3605916.605521114),"(-106.480278, 32.3925)",-11853330.32648621,3605916.605521114
1788,32.459722,-106.45361100000001,57.578694999999996,POINT (-11850361.76962523 3613399.724331219),"(-106.45361100000001, 32.459722)",-11850361.769625228,3613399.724331219
1789,33.942778000000004,-106.997778,57.578694999999996,POINT (-11910938.16297173 3778492.763069129),"(-106.997778, 33.942778000000004)",-11910938.16297173,3778492.763069129
1790,32.427222,-106.444722,57.578694999999996,POINT (-11849372.25067157 3609781.840880438),"(-106.444722, 32.427222)",-11849372.250671566,3609781.840880438
1791,32.443056,-106.44555600000001,57.578694999999996,POINT (-11849465.09112689 3611544.473697658),"(-106.44555600000001, 32.443056)",-11849465.091126887,3611544.473697658
1792,32.443056,-106.44555600000001,57.578694999999996,POINT (-11849465.09112689 3611544.473697658),"(-106.44555600000001, 32.443056)",-11849465.091126887,3611544.473697658
1793,32.443056,-106.44555600000001,57.578694999999996,POINT (-11849465.09112689 3611544.473697658),"(-106.44555600000001, 32.443056)",-11849465.091126887,3611544.473697658
1794,32.443056,-106.44555600000001,57.578694999999996,POINT (-11849465.09112689 3611544.473697658),"(-106.44555600000001, 32.443056)",-11849465.091126887,3611544.473697658
1795,32.443056,-106.44555600000001,57.578694999999996,POINT (-11849465.09112689 3611544.473697658),"(-106.44555600000001, 32.443056)",-11849465.091126887,3611544.473697658
1796,34.4375,-107.6225,57.578694999999996,POINT (-11980481.89789909 3833564.964193359),"(-107.6225, 34.4375)",-11980481.897899086,3833564.9641933586
1797,34.713333,-108.71777800000001,57.578694999999996,POINT (-12102407.68713616 3864270.55329734),"(-108.71777800000001, 34.713333)",-12102407.68713616,3864270.55329734
1798,35.437222,-107.534444,57.578694999999996,POINT (-11970679.54881779 3944853.508168191),"(-107.534444, 35.437222)",-11970679.548817791,3944853.508168191
1799,34.063333,-107.92694399999999,57.578694999999996,POINT (-12014372.44895415 3791912.884281712),"(-107.92694399999999, 34.063333)",-12014372.448954152,3791912.8842817117
1800,35.638611,-105.943056,57.578694999999996,POINT (-11793527.04700327 3967272.029099558),"(-105.943056, 35.638611)",-11793527.047003265,3967272.029099558
1801,35.731111,-106.12055600000001,57.578694999999996,POINT (-11813286.25661907 3977569.081997936),"(-106.12055600000001, 35.731111)",-11813286.256619073,3977569.081997936
1802,32.353056,-107.47805600000001,57.578694999999996,POINT (-11964402.46537094 3601525.719526264),"(-107.47805600000001, 32.353056)",-11964402.465370944,3601525.7195262644
1803,33.904444,-108.195,57.578694999999996,POINT (-12044212.30637823 3774225.441709059),"(-108.195, 33.904444)",-12044212.306378234,3774225.4417090593
1804,32.193611,-106.7125,57.578694999999996,POINT (-11879181.16127721 3583776.383316731),"(-106.7125, 32.193611)",-11879181.161277207,3583776.3833167306
1805,34.2925,-107.203056,57.578694999999996,POINT (-11933789.60540279 3817423.638028333),"(-107.203056, 34.2925)",-11933789.605402792,3817423.6380283334
1806,32.306667,-107.94083300000001,57.578694999999996,POINT (-12015918.56536178 3596361.719667855),"(-107.94083300000001, 32.306667)",-12015918.565361781,3596361.7196678547
1807,33.236667,-107.266667,57.578694999999996,POINT (-11940870.74953164 3699888.846105599),"(-107.266667, 33.236667)",-11940870.749531642,3699888.846105599
1808,33.951111,-106.837778,57.578694999999996,POINT (-11893127.04444481 3779420.388385909),"(-106.837778, 33.951111)",-11893127.044444805,3779420.3883859087
1809,34.066111,-106.90777800000001,57.578694999999996,POINT (-11900919.40880034 3792222.129827136),"(-106.90777800000001, 34.066111)",-11900919.408800336,3792222.1298271357
1810,35.041667,-105.90777800000001,57.578694999999996,POINT (-11789599.91800706 3900820.526987458),"(-105.90777800000001, 35.041667)",-11789599.918007063,3900820.526987458
1811,35.038056,-106.72638899999998,57.578694999999996,POINT (-11880727.27768483 3900418.552306204),"(-106.72638899999998, 35.038056)",-11880727.277684832,3900418.5523062036
1812,32.294444,-106.802778,57.578694999999996,POINT (-11889230.86226704 3595001.061531889),"(-106.802778, 32.294444)",-11889230.862267042,3595001.061531889
1813,32.3225,-108.82888899999999,57.578694999999996,POINT (-12114776.50707769 3598124.241165585),"(-108.82888899999999, 32.3225)",-12114776.50707769,3598124.241165585
1814,33.655556,-103.263889,57.578694999999996,POINT (-11495283.54081313 3746519.356284503),"(-103.263889, 33.655556)",-11495283.540813126,3746519.356284503
1815,36.1325,-107.87416699999999,57.578694999999996,POINT (-12008497.34018855 4022251.501087957),"(-107.87416699999999, 36.1325)",-12008497.340188554,4022251.501087957
1816,31.939444,-106.65472199999999,57.45427900000001,POINT (-11872749.34373815 3555482.642300277),"(-106.65472199999999, 31.939444)",-11872749.34373815,3555482.6423002766
1817,35.140833,-106.65361100000001,56.82852,POINT (-11872625.66778388 3911859.635611464),"(-106.65361100000001, 35.140833)",-11872625.667783882,3911859.6356114643
1818,32.438889,-106.670278,56.82852,POINT (-11874481.02973693 3611080.605379523),"(-106.670278, 32.438889)",-11874481.029736932,3611080.6053795232
1819,35.068889,-106.565556,56.702624,POINT (-11862823.43002208 3903850.866165832),"(-106.565556, 35.068889)",-11862823.43002208,3903850.866165832
1820,31.994444,-106.623056,56.702624,POINT (-11869224.30074269 3561605.214293907),"(-106.623056, 31.994444)",-11869224.300742693,3561605.214293907
1821,35.085,-106.615278,56.450079,POINT (-11868358.4577433 3905644.334482003),"(-106.615278, 35.085)",-11868358.457743302,3905644.334482003
1822,35.008055999999996,-106.70583300000001,56.450079,POINT (-11878438.99423209 3897078.967582405),"(-106.70583300000001, 35.008055999999996)",-11878438.994232088,3897078.967582405
1823,35.001389,-106.68166699999999,56.323427,POINT (-11875748.84741758 3896336.800537287),"(-106.68166699999999, 35.001389)",-11875748.847417576,3896336.800537287
1824,32.396389,-106.482778,56.323427,POINT (-11853608.62521319 3606349.527020809),"(-106.482778, 32.396389)",-11853608.625213193,3606349.527020809
1825,35.540556,-106.67916699999999,56.323427,POINT (-11875470.54869059 3956356.596429824),"(-106.67916699999999, 35.540556)",-11875470.548690593,3956356.596429824
1826,35.044722,-106.701944,56.323427,POINT (-11878006.07273239 3901160.608031832),"(-106.701944, 35.044722)",-11878006.07273239,3901160.608031832
1827,32.438889,-106.670278,56.323427,POINT (-11874481.02973693 3611080.605379523),"(-106.670278, 32.438889)",-11874481.029736932,3611080.6053795232
1828,35.051944,-106.685,56.323427,POINT (-11876119.87528039 3901964.557394341),"(-106.685, 35.051944)",-11876119.875280391,3901964.5573943406
1829,32.396667,-106.330556,56.323427,POINT (-11836663.34968566 3606380.47383925),"(-106.330556, 32.396667)",-11836663.34968566,3606380.47383925
1830,31.965,-106.623333,56.323427,POINT (-11869255.13624164 3558327.52320699),"(-106.623333, 31.965)",-11869255.136241643,3558327.5232069897
1831,31.879167,-106.635,56.323427,POINT (-11870553.90074073 3548772.63735373),"(-106.635, 31.879167)",-11870553.900740728,3548772.6373537304
1832,31.994444,-106.623056,56.323427,POINT (-11869224.30074269 3561605.214293907),"(-106.623056, 31.994444)",-11869224.300742693,3561605.214293907
1833,31.35,-108.50861100000002,56.323427,POINT (-12079123.32320541 3489866.036369127),"(-108.50861100000002, 31.35)",-12079123.323205406,3489866.0363691268
1834,31.848333,-107.647778,56.323427,POINT (-11983295.83198736 3545340.212174611),"(-107.647778, 31.848333)",-11983295.831987357,3545340.212174611
1835,31.923333000000003,-108.34138899999999,56.323427,POINT (-12060508.25531597 3553689.173984107),"(-108.34138899999999, 31.923333000000003)",-12060508.25531597,3553689.1739841066
1836,31.941944,-106.659167,56.323427,POINT (-11873244.15887473 3555760.94102726),"(-106.659167, 31.941944)",-11873244.158874728,3555760.94102726
1837,32.000556,-104.286389,56.323427,POINT (-11609107.72014925 3562285.599021636),"(-104.286389, 32.000556)",-11609107.720149245,3562285.599021636
1838,32.001389,-106.59611100000001,56.323427,POINT (-11866224.79706327 3562378.328157466),"(-106.59611100000001, 32.001389)",-11866224.797063269,3562378.3281574664
1839,32.030556,-103.398611,56.323427,POINT (-11510280.72525178 3565625.183745433),"(-103.398611, 32.030556)",-11510280.725251777,3565625.183745433
1840,32.0675,-106.614722,56.323427,POINT (-11868296.56410642 3569737.7710133),"(-106.614722, 32.0675)",-11868296.564106422,3569737.7710133004
1841,32.1125,-106.364167,56.323427,POINT (-11840404.90909071 3574747.148098997),"(-106.364167, 32.1125)",-11840404.909090713,3574747.1480989973
1842,32.139444,-106.664722,56.323427,POINT (-11873862.53864609 3577746.540458932),"(-106.664722, 32.139444)",-11873862.538646085,3577746.5404589316
1843,32.271944,-107.77194399999999,56.323427,POINT (-11997117.92788119 3592496.37298904),"(-107.77194399999999, 32.271944)",-11997117.927881194,3592496.37298904
1844,32.298611,-106.7525,56.323427,POINT (-11883633.94090894 3595464.929850024),"(-106.7525, 32.298611)",-11883633.940908937,3595464.929850024
1845,32.380278000000004,-106.48833300000001,56.323427,POINT (-11854227.00498455 3604556.058704639),"(-106.48833300000001, 32.380278000000004)",-11854227.004984552,3604556.0587046393
1846,32.387221999999994,-106.484167,56.323427,POINT (-11853763.24798591 3605329.061248707),"(-106.484167, 32.387221999999994)",-11853763.247985905,3605329.0612487067
1847,32.394166999999996,-106.511944,56.323427,POINT (-11856855.36948167 3606102.175112266),"(-106.511944, 32.394166999999996)",-11856855.36948167,3606102.175112266
1848,32.483889000000005,-103.616667,56.323427,POINT (-11534554.60813619 3616089.982465221),"(-103.616667, 32.483889000000005)",-11534554.608136194,3616089.982465221
1849,32.561667,-103.99333299999999,56.323427,POINT (-11576484.87545533 3624748.18982014),"(-103.99333299999999, 32.561667)",-11576484.875455331,3624748.1898201397
1850,32.65,-104.091389,56.323427,POINT (-11587400.41944456 3634581.374400382),"(-104.091389, 32.65)",-11587400.41944456,3634581.374400382
1851,32.708889,-108.34,56.323427,POINT (-12060353.63254326 3641136.867893707),"(-108.34, 32.708889)",-12060353.632543258,3641136.867893707
1852,32.786667,-105.963333,56.323427,POINT (-11795784.27231808 3649795.075248627),"(-105.963333, 32.786667)",-11795784.272318082,3649795.075248627
1853,32.938889,-103.33833299999999,56.323427,POINT (-11503570.60898574 3666740.35077616),"(-103.33833299999999, 32.938889)",-11503570.608985737,3666740.35077616
1854,32.964444,-103.359444,56.323427,POINT (-11505920.67475588 3669585.120363382),"(-103.359444, 32.964444)",-11505920.674755875,3669585.120363382
1855,32.996111,-107.3425,56.323427,POINT (-11949312.44047697 3673110.274678333),"(-107.3425, 32.996111)",-11949312.440476969,3673110.2746783327
1856,33.039722,-107.304722,56.323427,POINT (-11945107.01275378 3677965.028991318),"(-107.304722, 33.039722)",-11945107.012753779,3677965.0289913183
1857,33.133333,-107.233333,56.323427,POINT (-11937160.02562554 3688385.757843967),"(-107.233333, 33.133333)",-11937160.02562554,3688385.757843967
1858,33.719444,-108.75833300000001,56.323427,POINT (-12106922.24908528 3753631.335912304),"(-108.75833300000001, 33.719444)",-12106922.249085283,3753631.335912304
1859,33.936111,-108.51111100000001,56.323427,POINT (-12079401.62193239 3777750.59602401),"(-108.51111100000001, 33.936111)",-12079401.621932387,3777750.59602401
1860,34.199721999999994,-103.352222,56.323427,POINT (-11505116.72539337 3807095.638311515),"(-103.352222, 34.199721999999994)",-11505116.725393366,3807095.6383115146
1861,34.461667,-107.02388899999998,56.323427,POINT (-11913844.82619583 3836255.22232736),"(-107.02388899999998, 34.461667)",-11913844.82619583,3836255.22232736
1862,34.805278,-106.67388899999999,56.323427,POINT (-11874883.00441818 3874505.823878327),"(-106.67388899999999, 34.805278)",-11874883.004418185,3874505.8238783274
1863,35.023056,-106.048056,56.323427,POINT (-11805215.59353656 3898748.759944304),"(-106.048056, 35.023056)",-11805215.59353656,3898748.759944304
1864,35.045,-107.50333300000001,56.323427,POINT (-11967216.28813973 3901191.554850272),"(-107.50333300000001, 35.045)",-11967216.288139725,3901191.5548502724
1865,35.1825,-106.645,56.323427,POINT (-11871667.09564866 3916497.984834347),"(-106.645, 35.1825)",-11871667.09564866,3916497.9848343474
1866,35.251111,-106.57166699999999,56.323427,POINT (-11863503.70343032 3924135.726417165),"(-106.57166699999999, 35.251111)",-11863503.703430315,3924135.726417165
1867,35.389722,-106.608333,56.323427,POINT (-11867585.34387974 3939565.832355511),"(-106.608333, 35.389722)",-11867585.343879744,3939565.8323555114
1868,35.638333,-103.688333,56.323427,POINT (-11542532.43076338 3967241.082281118),"(-103.688333, 35.638333)",-11542532.430763384,3967241.082281118
1869,35.866111,-106.195,56.323427,POINT (-11821573.32479169 3992597.213255028),"(-106.195, 35.866111)",-11821573.324791687,3992597.213255028
1870,35.867778,-106.19194399999999,56.323427,POINT (-11821233.13242782 3992782.78284618),"(-106.19194399999999, 35.867778)",-11821233.132427823,3992782.7828461803
1871,35.867778,-106.19194399999999,56.323427,POINT (-11821233.13242782 3992782.78284618),"(-106.19194399999999, 35.867778)",-11821233.132427823,3992782.7828461803
1872,35.867778,-106.19194399999999,56.323427,POINT (-11821233.13242782 3992782.78284618),"(-106.19194399999999, 35.867778)",-11821233.132427823,3992782.7828461803
1873,35.867778,-106.19194399999999,56.323427,POINT (-11821233.13242782 3992782.78284618),"(-106.19194399999999, 35.867778)",-11821233.132427823,3992782.7828461803
1874,35.867778,-106.19194399999999,56.323427,POINT (-11821233.13242782 3992782.78284618),"(-106.19194399999999, 35.867778)",-11821233.132427823,3992782.7828461803
1875,35.870556,-106.214722,56.323427,POINT (-11823768.76778911 3993092.028391604),"(-106.214722, 35.870556)",-11823768.76778911,3993092.028391604
1876,35.870556,-106.215278,56.323427,POINT (-11823830.66142599 3993092.028391604),"(-106.215278, 35.870556)",-11823830.661425993,3993092.028391604
1877,35.872222,-106.183333,56.323427,POINT (-11820274.5602926 3993277.486663266),"(-106.183333, 35.872222)",-11820274.560292603,3993277.486663266
1878,35.881389,-106.234167,56.323427,POINT (-11825933.37528759 3994297.952435367),"(-106.234167, 35.881389)",-11825933.375287587,3994297.9524353673
1879,35.888333,-103.928333,56.323427,POINT (-11569249.10855377 3995070.954979436),"(-103.928333, 35.888333)",-11569249.108553769,3995070.9549794365
1880,35.971111,-103.141111,56.323427,POINT (-11481615.95637251 4004285.759788321),"(-103.141111, 35.971111)",-11481615.956372507,4004285.7597883213
1881,35.998611,-103.387778,56.323427,POINT (-11509074.80120801 4007347.045785137),"(-103.387778, 35.998611)",-11509074.801208012,4007347.0457851365
1882,36.421944,-103.145,56.323427,POINT (-11482048.8778722 4054472.259781125),"(-103.145, 36.421944)",-11482048.877872203,4054472.2597811255
1883,36.426944,-103.167222,56.323427,POINT (-11484522.61959661 4055028.857235092),"(-103.167222, 36.426944)",-11484522.61959661,4055028.857235092
1884,33.093610999999996,-107.353333,56.323427,POINT (-11950518.36452073 3683963.925030676),"(-107.353333, 33.093610999999996)",-11950518.364520732,3683963.925030676
1885,32.252778,-106.46138899999998,56.323427,POINT (-11851227.61262462 3590362.823628496),"(-106.46138899999998, 32.252778)",-11851227.612624615,3590362.8236284964
1886,32.386389,-106.46138899999998,56.323427,POINT (-11851227.61262462 3605236.332112877),"(-106.46138899999998, 32.386389)",-11851227.612624615,3605236.3321128767
1887,32.386389,-106.471667,56.323427,POINT (-11852371.75435099 3605236.332112877),"(-106.471667, 32.386389)",-11852371.754350988,3605236.3321128767
1888,33.070555999999996,-107.316111,56.323427,POINT (-11946374.83043442 3681397.454170438),"(-107.316111, 33.070555999999996)",-11946374.830434425,3681397.4541704375
1889,33.070833,-107.29416699999999,56.323427,POINT (-11943932.03552846 3681428.289669388),"(-107.29416699999999, 33.070833)",-11943932.035528457,3681428.289669388
1890,32.252778,-106.46138899999998,56.323427,POINT (-11851227.61262462 3590362.823628496),"(-106.46138899999998, 32.252778)",-11851227.612624615,3590362.8236284964
1891,32.386389,-106.46138899999998,56.323427,POINT (-11851227.61262462 3605236.332112877),"(-106.46138899999998, 32.386389)",-11851227.612624615,3605236.3321128767
1892,32.402221999999995,-106.45833300000001,56.323427,POINT (-11850887.42026075 3606998.853610606),"(-106.45833300000001, 32.402221999999995)",-11850887.420260753,3606998.853610606
1893,32.443056,-106.44555600000001,56.323427,POINT (-11849465.09112689 3611544.473697658),"(-106.44555600000001, 32.443056)",-11849465.091126887,3611544.473697658
1894,32.401389,-106.48361100000001,56.323427,POINT (-11853701.35434902 3606906.124474776),"(-106.48361100000001, 32.401389)",-11853701.354349025,3606906.124474776
1895,33.767222,-107.31277800000001,56.323427,POINT (-11946003.80257161 3758949.958543424),"(-107.31277800000001, 33.767222)",-11946003.802571611,3758949.9585434245
1896,34.716667,-108.6775,56.323427,POINT (-12097923.96068599 3864641.692479645),"(-108.6775, 34.716667)",-12097923.960685987,3864641.692479645
1897,32.179444000000004,-106.698889,56.323427,POINT (-11877665.99168802 3582199.320090663),"(-106.698889, 32.179444000000004)",-11877665.991688019,3582199.3200906627
1898,34.036111,-106.889444,56.323427,POINT (-11898878.47725613 3788882.545103337),"(-106.889444, 34.036111)",-11898878.47725613,3788882.545103337
1899,35.826389,-106.14861100000002,56.323427,POINT (-11816409.32493328 3988175.380441737),"(-106.14861100000002, 35.826389)",-11816409.32493328,3988175.3804417374
1900,32.299167,-106.738056,56.323427,POINT (-11882026.04218392 3595526.823486905),"(-106.738056, 32.299167)",-11882026.042183919,3595526.823486905
1901,32.468610999999996,-107.725278,56.323427,POINT (-11991923.09252384 3614389.24328488),"(-107.725278, 32.468610999999996)",-11991923.092523837,3614389.24328488
1902,32.670556,-107.19916699999999,56.323427,POINT (-11933356.68390309 3636869.657853129),"(-107.19916699999999, 32.670556)",-11933356.683903094,3636869.657853129
1903,32.125556,-108.85305600000001,56.323427,POINT (-12117466.76521169 3576200.535370795),"(-108.85305600000001, 32.125556)",-12117466.765211694,3576200.5353707946
1904,32.134167,-108.84944399999999,56.323427,POINT (-12117064.67921095 3577159.107506015),"(-108.84944399999999, 32.134167)",-12117064.679210946,3577159.1075060153
1905,32.134167,-108.85194399999999,56.323427,POINT (-12117342.97793793 3577159.107506015),"(-108.85194399999999, 32.134167)",-12117342.97793793,3577159.1075060153
1906,34.360278,-107.55555600000001,56.323427,POINT (-11973029.72590742 3824968.65047532),"(-107.55555600000001, 34.360278)",-11973029.72590742,3824968.6504753204
1907,32.753611,-107.300556,56.323427,POINT (-11944643.25575514 3646115.298160964),"(-107.300556, 32.753611)",-11944643.255755136,3646115.298160964
1908,32.045,-106.62416699999999,56.323427,POINT (-11869347.97669696 3567233.082470452),"(-106.62416699999999, 32.045)",-11869347.976696962,3567233.082470452
1909,33.796110999999996,-108.31333300000001,56.323427,POINT (-12057385.07568228 3762165.867312951),"(-108.31333300000001, 33.796110999999996)",-12057385.075682277,3762165.867312951
1910,36.665833,-105.68722199999999,56.323427,POINT (-11765047.73639566 4081621.859071206),"(-105.68722199999999, 36.665833)",-11765047.736395659,4081621.8590712063
1911,32.366944000000004,-106.433889,56.323427,POINT (-11848166.3266278 3603071.724614402),"(-106.433889, 32.366944000000004)",-11848166.3266278,3603071.724614402
1912,35.883889,-107.218056,56.323427,POINT (-11935459.39776469 3994576.251162351),"(-107.218056, 35.883889)",-11935459.39776469,3994576.251162351
1913,35.132778,-106.675556,56.196521,POINT (-11875068.57400934 3910962.957113124),"(-106.675556, 35.132778)",-11875068.57400934,3910962.9571131244
1914,32.477222,-106.44555600000001,56.069357999999994,POINT (-11849465.09112689 3615347.815420101),"(-106.44555600000001, 32.477222)",-11849465.091126887,3615347.8154201014
1915,32.427222,-106.4825,56.069357999999994,POINT (-11853577.67839475 3609781.840880438),"(-106.4825, 32.427222)",-11853577.678394753,3609781.840880438
1916,35.132778,-106.675556,55.941939,POINT (-11875068.57400934 3910962.957113124),"(-106.675556, 35.132778)",-11875068.57400934,3910962.9571131244
1917,35.8325,-106.16416699999999,55.814261,POINT (-11818141.01093206 3988855.653849976),"(-106.16416699999999, 35.8325)",-11818141.010932056,3988855.6538499757
1918,36.170833,-105.689167,55.558125,POINT (-11765264.25280525 4026518.711128536),"(-105.689167, 36.170833)",-11765264.252805253,4026518.7111285357
1919,34.976944,-106.704167,55.558125,POINT (-11878253.53596043 3893615.595584846),"(-106.704167, 34.976944)",-11878253.535960427,3893615.5955848456
1920,32.401389,-106.48361100000001,55.558125,POINT (-11853701.35434902 3606906.124474776),"(-106.48361100000001, 32.401389)",-11853701.354349025,3606906.124474776
1921,32.477222,-106.44555600000001,55.429665,POINT (-11849465.09112689 3615347.815420101),"(-106.44555600000001, 32.477222)",-11849465.091126887,3615347.8154201014
1922,32.458611,-106.471944,55.429665,POINT (-11852402.58984994 3613276.048376948),"(-106.471944, 32.458611)",-11852402.589849938,3613276.048376948
1923,32.418889,-106.48611100000001,55.429665,POINT (-11853979.65307601 3608854.215563658),"(-106.48611100000001, 32.418889)",-11853979.653076008,3608854.215563658
1924,35.641667,-106.33138899999999,55.300940000000004,POINT (-11836756.07882149 3967612.221463422),"(-106.33138899999999, 35.641667)",-11836756.07882149,3967612.2214634223
1925,36.257778,-108.324722,55.042696,POINT (-12058652.89336292 4036197.384255557),"(-108.324722, 36.257778)",-12058652.893362919,4036197.3842555573
1926,34.464721999999995,-106.815278,55.042696,POINT (-11890622.35590196 3836595.303371733),"(-106.815278, 34.464721999999995)",-11890622.355901957,3836595.3033717326
1927,32.403611,-106.655833,55.042696,POINT (-11872873.01969242 3607153.476383318),"(-106.655833, 32.403611)",-11872873.019692425,3607153.4763833177
1928,33.239722,-106.72388899999999,55.042696,POINT (-11880448.97895785 3700228.927149973),"(-106.72388899999999, 33.239722)",-11880448.978957849,3700228.927149973
1929,31.804721999999998,-106.549444,55.042696,POINT (-11861029.85038642 3540485.457861626),"(-106.549444, 31.804721999999998)",-11861029.850386417,3540485.4578616256
1930,31.804721999999998,-106.549444,55.042696,POINT (-11861029.85038642 3540485.457861626),"(-106.549444, 31.804721999999998)",-11861029.850386417,3540485.4578616256
1931,31.970833000000002,-107.394722,55.042696,POINT (-11955125.76692517 3558976.849796787),"(-107.394722, 31.970833000000002)",-11955125.766925175,3558976.849796787
1932,32.06,-106.68638899999999,55.042696,POINT (-11876274.4980531 3568902.874832351),"(-106.68638899999999, 32.06)",-11876274.498053102,3568902.8748323508
1933,32.114167,-108.005556,55.042696,POINT (-12023123.49676439 3574932.71769015),"(-108.005556, 32.114167)",-12023123.496764392,3574932.71769015
1934,32.162778,-106.6975,55.042696,POINT (-11877511.36891531 3580344.069457102),"(-106.6975, 32.162778)",-11877511.368915306,3580344.069457102
1935,32.165278,-106.696389,55.042696,POINT (-11877387.69296104 3580622.368184085),"(-106.696389, 32.165278)",-11877387.692961035,3580622.368184085
1936,32.303889,-106.857222,55.042696,POINT (-11895291.54062379 3596052.474122431),"(-106.857222, 32.303889)",-11895291.540623788,3596052.474122431
1937,32.386111,-106.492778,55.042696,POINT (-11854721.82012113 3605205.385294436),"(-106.492778, 32.386111)",-11854721.820121126,3605205.385294436
