OID_,id,gid,Latitude,Longitude,area_or_ams_map,twn_rng_sec,county,state,tect_prov,location_notes,meas_date,drill_date,collar_elevation,drill_depth,water_table,surf_temp,min_temp,max_temp,bot_temp,interval_id,depth,bottom,geoth_grad,geoth_grad_sym,geoth_grad_std_err,cgeoth_grad,cgeoth_grad_sym,cgeoth_grad_std_err,GeothermGrad,smu_id
1,f3d96810-aa12-3004-9d36-5ddf1cd1b436,NM-00026,33.283403100000001,-107.717304499999997,TULAROSA AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,2065.000000000000000,,,,,,,a,80.000000000000000,200.000000000000000,39.700000000000003,,,39.700000000000003,,,39.700000000000003,SMU 100710
2,a7a298c5-3e8c-3a7e-94f4-bec6de25c6c2,NM-00039,34.560067600000004,-108.590638400000003,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,,,,,,,,a,25.000000000000000,35.000000000000000,45.600000000000001,,,45.600000000000001,,,45.600000000000001,SMU 100685
3,e30e3f5c-3257-328a-811e-88264b02e2d7,NM-00046,33.316802400000000,-107.700604200000001,TULAROSA AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,2050.000000000000000,,,,,,,c,86.000000000000000,162.000000000000000,42.399999999999999,,,42.399999999999999,,,42.399999999999999,SMU 100708
4,e30e3f5c-3257-328a-811e-88264b02e2d7,NM-00046,33.316802400000000,-107.700604200000001,TULAROSA AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,2050.000000000000000,,,,,,,b,26.000000000000000,67.000000000000000,45.200000000000003,,,45.200000000000003,,,45.200000000000003,SMU 100708
5,e30e3f5c-3257-328a-811e-88264b02e2d7,NM-00046,33.316802400000000,-107.700604200000001,TULAROSA AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,2050.000000000000000,,,,,,,a,26.000000000000000,162.000000000000000,,,,,,,,SMU 100708
6,d3702868-aa71-3c25-8511-4dc99ad76ae3,NM-00062,32.750124300000003,-106.117255900000004,LAS  CRUCES AMS NEW MEXICO,18S/8E-33,,NM,BASIN AND RANGE,,,,1250.000000000000000,,,,,,,a,72.000000000000000,2341.000000000000000,43.200000000000003,*,,43.200000000000003,*,,43.200000000000003,SMU 100714
7,6569a653-e612-3ebb-b988-fb8796b13794,NM-00063,31.866844199999999,-107.000575200000000,LAS  CRUCES AMS NEW MEXICO,28S/2W-24,,NM,BASIN AND RANGE,,,,1343.000000000000000,,,,,,,a,1168.000000000000000,2239.000000000000000,25.899999999999999,*,,25.899999999999999,*,,25.899999999999999,SMU 100714
8,109be846-9120-324f-8c91-5da5c3683e31,NM-00070,35.633341299999998,-109.033959499999995,GALLUP AMS,,,NM,COLORADO PLATEAU,,,,2070.000000000000000,,,,,,,a,30.000000000000000,80.000000000000000,22.000000000000000,,,22.000000000000000,,,22.000000000000000,SMU 100708
9,4b0c9338-83b8-3e52-af40-ced3c6a28514,NM-00071,35.550044499999998,-108.767351199999993,GALLUP AMS,,,NM,COLORADO PLATEAU,,,,1980.000000000000000,,,,,,,a,70.000000000000000,150.000000000000000,61.799999999999997,,,61.799999999999997,,,61.799999999999997,SMU 100708
10,5e37f293-8d57-3ffa-9d20-a82cdc819a87,NM-00080,34.590066399999998,-108.690641499999998,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,,,,,,,,a,30.000000000000000,55.000000000000000,15.800000000000001,,,15.800000000000001,,,15.800000000000001,SMU 100685
11,56afe385-8b98-3ea1-b069-49d624c442b3,NM-00082,35.150065900000001,-106.267276100000004,ALBUQUERQUE AMS,,,NM,BASIN AND RANGE,,,,2090.000000000000000,,,,,,,a,60.000000000000000,140.000000000000000,23.300000000000001,,,23.300000000000001,,,23.300000000000001,SMU 100708
12,45c6beca-9c17-3892-ab62-d561c9c04d13,NM-00087,34.916768699999999,-106.750588399999998,SOCORRO AMS,8N/2E-16,,NM,BASIN AND RANGE,,,,1563.000000000000000,,,,,,,d,5557.000000000000000,6484.000000000000000,38.100000000000001,,,38.100000000000001,,,38.100000000000001,SMU 100714
13,45c6beca-9c17-3892-ab62-d561c9c04d13,NM-00087,34.916768699999999,-106.750588399999998,SOCORRO AMS,8N/2E-16,,NM,BASIN AND RANGE,,,,1563.000000000000000,,,,,,,c,4428.000000000000000,5557.000000000000000,34.399999999999999,,,34.399999999999999,,,34.399999999999999,SMU 100714
14,45c6beca-9c17-3892-ab62-d561c9c04d13,NM-00087,34.916768699999999,-106.750588399999998,SOCORRO AMS,8N/2E-16,,NM,BASIN AND RANGE,,,,1563.000000000000000,,,,,,,b,1524.000000000000000,4428.000000000000000,35.500000000000000,,,35.500000000000000,,,35.500000000000000,SMU 100714
15,45c6beca-9c17-3892-ab62-d561c9c04d13,NM-00087,34.916768699999999,-106.750588399999998,SOCORRO AMS,8N/2E-16,,NM,BASIN AND RANGE,,,,1563.000000000000000,,,,,,,a,1524.000000000000000,6484.000000000000000,35.700000000000003,,,35.700000000000003,,,35.700000000000003,SMU 100714
16,2eea59f1-8158-389f-80bd-a52618228cfb,NM-00088,34.933368799999997,-106.650585699999993,SOCORRO AMS,8N/3E-8,,NM,BASIN AND RANGE,,,,1605.000000000000000,,,,,,,a,1616.000000000000000,3162.000000000000000,38.700000000000003,*,,38.700000000000003,*,,38.700000000000003,SMU 100714
17,dbdf1449-145a-32c7-a163-eab49f736717,NM-00099,35.590046200000003,-108.300638100000000,GALLUP AMS,,,NM,COLORADO PLATEAU,,,,,,,,,,,a,280.000000000000000,475.000000000000000,16.199999999999999,,,16.199999999999999,,,16.199999999999999,SMU 100685
18,37e5c52a-14c8-32ff-b272-e75e294db3cd,NM-00107,34.270073799999999,-108.710639599999993,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,,,,,,,,a,91.000000000000000,287.000000000000000,35.200000000000003,,,35.200000000000003,,,35.200000000000003,SMU 100685
19,61e72e35-1b90-3794-af84-75d4d9eecffe,NM-00108,34.910058300000003,-108.840648200000004,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,,,,,,,,a,64.000000000000000,122.000000000000000,63.600000000000001,,,63.600000000000001,,,63.600000000000001,SMU 100685
20,605c7673-f5cc-3e4d-ac23-4ec84893e824,NM-00109,32.366832000000002,-106.667269000000005,LAS  CRUCES AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,1366.000000000000000,,,,,,,a,130.000000000000000,350.000000000000000,40.100000000000001,,,40.100000000000001,,,40.100000000000001,SMU 100710
21,e91810ac-81f3-381a-9b2f-f14b2f8955b8,NM-00117,35.633345100000000,-108.317339000000004,GALLUP AMS,,,NM,COLORADO PLATEAU,,,,2150.000000000000000,,,,,,,c,90.000000000000000,150.000000000000000,54.100000000000001,,,54.100000000000001,,,54.100000000000001,SMU 100708
22,e91810ac-81f3-381a-9b2f-f14b2f8955b8,NM-00117,35.633345100000000,-108.317339000000004,GALLUP AMS,,,NM,COLORADO PLATEAU,,,,2150.000000000000000,,,,,,,b,40.000000000000000,80.000000000000000,51.000000000000000,,,51.000000000000000,,,51.000000000000000,SMU 100708
23,e91810ac-81f3-381a-9b2f-f14b2f8955b8,NM-00117,35.633345100000000,-108.317339000000004,GALLUP AMS,,,NM,COLORADO PLATEAU,,,,2150.000000000000000,,,,,,,a,40.000000000000000,150.000000000000000,,,,,,,,SMU 100708
24,28c47e31-4eba-330e-8871-0073afa768d1,NM-00125,33.416801200000002,-107.417296899999997,TULAROSA AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,1756.000000000000000,,,,,,,b,50.000000000000000,90.000000000000000,53.500000000000000,,,53.500000000000000,,,53.500000000000000,SMU 100710
25,28c47e31-4eba-330e-8871-0073afa768d1,NM-00125,33.416801200000002,-107.417296899999997,TULAROSA AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,1756.000000000000000,,,,,,,a,90.000000000000000,135.000000000000000,44.799999999999997,,,44.799999999999997,,,44.799999999999997,SMU 100710
26,599dc326-846c-3ed1-a097-337bc056f940,NM-00133,32.433428300000003,-107.083881099999999,LAS  CRUCES AMS NEW MEXICO,22S/2W-6,,NM,BASIN AND RANGE,,,,1456.000000000000000,,,,,,,a,1084.000000000000000,1564.000000000000000,29.100000000000001,*,,29.100000000000001,*,,29.100000000000001,SMU 100714
27,f715c665-10d4-3945-9a91-812c27065073,NM-00135,31.766845199999999,-107.383885199999995,LAS  CRUCES AMS NEW MEXICO,28S/5W-27,,NM,BASIN AND RANGE,,,,1244.000000000000000,,,,,,,a,782.000000000000000,2020.000000000000000,49.200000000000003,*,,49.200000000000003,*,,49.200000000000003,SMU 100714
28,fb103881-5e35-3786-b3a6-1e353cb866b4,NM-00142,34.100086800000000,-106.917287500000000,SOCORRO AMS,,,NM,BASIN AND RANGE,,,,1417.000000000000000,,,,,,,a,10.000000000000000,20.000000000000000,96.200000000000003,,,96.200000000000003,,,96.200000000000003,SMU 100444
29,728a9499-b81d-3c2b-bf75-93afd581369e,NM-00144,32.400131199999997,-106.650568699999994,LAS  CRUCES AMS NEW MEXICO,,,NM,BASIN AND RANGE,,1/14/1968 0:00:00,,1360.000000000000000,,,,,,,a,12.000000000000000,150.000000000000000,30.600000000000001,,,30.600000000000001,,,30.600000000000001,SMU 100708
30,73426169-8cf3-33ad-9d6d-3766eba8dd5c,NM-00145,32.450130100000003,-106.600567699999999,LAS  CRUCES AMS NEW MEXICO,,,NM,BASIN AND RANGE,,1/14/1968 0:00:00,,1558.000000000000000,,,,,,,a,40.000000000000000,190.000000000000000,29.100000000000001,,0.200000000000000,29.100000000000001,,,29.100000000000001,SMU 100624
31,7c9a381b-8586-3438-a110-9cb1669b2678,NM-00149,32.400133599999997,-106.117253800000000,LAS  CRUCES AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,1366.000000000000000,360.000000000000000,,,,,,a,300.000000000000000,360.000000000000000,42.799999999999997,,0.400000000000000,42.100000000000001,,,42.100000000000001,SMU 100624
32,322fb6a3-d0d0-3f89-a762-4421922852a6,NM-00164,32.800119500000001,-106.900578300000006,LAS  CRUCES AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,1334.000000000000000,,,,,,,d,240.000000000000000,270.000000000000000,140.000000000000000,,,140.000000000000000,,,140.000000000000000,SMU 100710
33,322fb6a3-d0d0-3f89-a762-4421922852a6,NM-00164,32.800119500000001,-106.900578300000006,LAS  CRUCES AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,1334.000000000000000,,,,,,,c,200.000000000000000,240.000000000000000,100.000000000000000,,,100.000000000000000,,,100.000000000000000,SMU 100710
34,322fb6a3-d0d0-3f89-a762-4421922852a6,NM-00164,32.800119500000001,-106.900578300000006,LAS  CRUCES AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,1334.000000000000000,,,,,,,b,180.000000000000000,200.000000000000000,29.899999999999999,,,29.899999999999999,,,29.899999999999999,SMU 100710
35,322fb6a3-d0d0-3f89-a762-4421922852a6,NM-00164,32.800119500000001,-106.900578300000006,LAS  CRUCES AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,1334.000000000000000,,,,,,,a,280.000000000000000,300.000000000000000,76.299999999999997,,,76.299999999999997,,,76.299999999999997,SMU 100710
36,3bf1cdbc-d87a-382b-bad2-6a28095ebc10,NM-00168,34.260074199999998,-108.690638899999996,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,,,,,,,,a,68.000000000000000,124.000000000000000,40.799999999999997,,,40.799999999999997,,,40.799999999999997,SMU 100685
37,49b8859f-df91-3951-9b33-6ea10c67f921,NM-00181,32.616824000000001,-106.967279000000005,LAS  CRUCES AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,1303.000000000000000,,,,,,,b,30.000000000000000,60.000000000000000,190.000000000000000,,,190.000000000000000,,,190.000000000000000,SMU 100710
38,49b8859f-df91-3951-9b33-6ea10c67f921,NM-00181,32.616824000000001,-106.967279000000005,LAS  CRUCES AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,1303.000000000000000,,,,,,,a,80.000000000000000,140.000000000000000,205.000000000000000,,,205.000000000000000,,,205.000000000000000,SMU 100710
39,edcd0a8c-ddc3-36a7-8c7e-3f654d7eed6c,NM-00183,35.350059600000002,-106.667289100000005,ALBUQUERQUE AMS,13N/3E-18,,NM,BASIN AND RANGE,,,,1748.000000000000000,,,,,,,a,2115.000000000000000,3365.000000000000000,34.399999999999999,,,34.399999999999999,,,34.399999999999999,SMU 100714
40,3b2348f1-e0af-37e2-ac99-21958a36c7db,NM-00187,34.750071400000003,-106.983893899999998,SOCORRO AMS,6N/1W-18,,NM,BASIN AND RANGE,,,,1546.000000000000000,,,,,,,b,1686.000000000000000,2228.000000000000000,40.100000000000001,*,,40.100000000000001,*,,40.100000000000001,SMU 100714
41,3b2348f1-e0af-37e2-ac99-21958a36c7db,NM-00187,34.750071400000003,-106.983893899999998,SOCORRO AMS,6N/1W-18,,NM,BASIN AND RANGE,,,,1546.000000000000000,,,,,,,a,2228.000000000000000,3709.000000000000000,40.000000000000000,*,,40.000000000000000,*,,40.000000000000000,SMU 100714
42,f01cdc16-9502-3023-a6f3-ae5658f66ae8,NM-00188,35.333355200000000,-107.617316500000001,ALBUQUERQUE AMS,,,NM,COLORADO PLATEAU,,,,2530.000000000000000,,,,,,,c,280.000000000000000,400.000000000000000,32.200000000000003,,,32.200000000000003,,,32.200000000000003,SMU 100708
43,f01cdc16-9502-3023-a6f3-ae5658f66ae8,NM-00188,35.333355200000000,-107.617316500000001,ALBUQUERQUE AMS,,,NM,COLORADO PLATEAU,,,,2530.000000000000000,,,,,,,b,100.000000000000000,280.000000000000000,28.300000000000001,,,28.300000000000001,,,28.300000000000001,SMU 100708
44,f01cdc16-9502-3023-a6f3-ae5658f66ae8,NM-00188,35.333355200000000,-107.617316500000001,ALBUQUERQUE AMS,,,NM,COLORADO PLATEAU,,,,2530.000000000000000,,,,,,,a,100.000000000000000,400.000000000000000,,,,,,,,SMU 100708
45,38a5c6ba-362c-3013-b87b-6e7a83677df6,NM-00189,35.250064100000003,-106.183874399999993,ALBUQUERQUE AMS,,,NM,BASIN AND RANGE,,,,2160.000000000000000,,,,,,,a,30.000000000000000,160.000000000000000,19.000000000000000,,,19.000000000000000,,,19.000000000000000,SMU 100708
46,258a9b62-fc33-367d-87a6-5fb9d4c9e5a8,NM-00195,34.783364100000000,-108.267330900000005,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,1830.000000000000000,,,,,,,d,260.000000000000000,350.000000000000000,25.399999999999999,,,25.399999999999999,,,25.399999999999999,SMU 100708
47,258a9b62-fc33-367d-87a6-5fb9d4c9e5a8,NM-00195,34.783364100000000,-108.267330900000005,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,1830.000000000000000,,,,,,,c,200.000000000000000,260.000000000000000,31.600000000000001,,,31.600000000000001,,,31.600000000000001,SMU 100708
48,258a9b62-fc33-367d-87a6-5fb9d4c9e5a8,NM-00195,34.783364100000000,-108.267330900000005,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,1830.000000000000000,,,,,,,b,70.000000000000000,200.000000000000000,20.699999999999999,,,20.699999999999999,,,20.699999999999999,SMU 100708
49,258a9b62-fc33-367d-87a6-5fb9d4c9e5a8,NM-00195,34.783364100000000,-108.267330900000005,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,1830.000000000000000,,,,,,,a,70.000000000000000,350.000000000000000,,,,,,,,SMU 100708
50,3e017bbe-f85c-38e4-bae0-dbb6f8d5ceac,NM-00204,34.066787499999997,-106.950588199999999,SOCORRO AMS,,,NM,BASIN AND RANGE,,,,1512.000000000000000,,,,,,,b,10.000000000000000,20.000000000000000,245.000000000000000,,,245.000000000000000,,,245.000000000000000,SMU 100444
51,3e017bbe-f85c-38e4-bae0-dbb6f8d5ceac,NM-00204,34.066787499999997,-106.950588199999999,SOCORRO AMS,,,NM,BASIN AND RANGE,,,,1512.000000000000000,,,,,,,a,25.000000000000000,40.000000000000000,159.000000000000000,,,159.000000000000000,,,159.000000000000000,SMU 100444
52,abcb762a-c35e-3360-b775-048821f36351,NM-00225,32.533419600000002,-108.350617000000000,SILVER CITY AMS,,,NM,BASIN AND RANGE,,,,1813.000000000000000,170.000000000000000,,,,,,a,170.000000000000000,205.000000000000000,17.100000000000001,,,17.100000000000001,,,17.100000000000001,SMU 100719
53,e5759d7e-58e9-3126-9f42-fbe67c865246,NM-00231,34.410070599999997,-108.690640099999996,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,,,,,,,,a,77.000000000000000,85.000000000000000,32.399999999999999,,,32.399999999999999,,,32.399999999999999,SMU 100685
54,b110fef1-a2d4-3042-a60c-88255bd88194,NM-00235,32.233025400000002,-108.826628099999994,ANIMAS,24S/19W-8B,,NM,BASIN AND RANGE,,1/10/1973 0:00:00,,,,,,,,19.800000000000001,a,,,0.330000000000000,I,,,,,0.330000000000000,SMU 100563
55,78a5e5b1-ffe9-3153-8b0a-b578661c6589,NM-00240,34.270073799999999,-108.710639599999993,ZUNI PROSPECT,,,NM,COLORADO PLATEAU,,1/10/1973 0:00:00,,,292.600000000000023,,,,22.969999999999999,22.969999999999999,a,91.400000000000006,292.600000000000023,35.000000000000000,,,,,,35.000000000000000,SMU 1609
56,820a5de1-ef56-385f-8235-e1da29d667c7,NM-00245,32.123428099999998,-108.897629300000006,ANIMAS,25S/20W-21A,,NM,BASIN AND RANGE,,1/10/1973 0:00:00,,,,,,,,22.899999999999999,a,,,35.500000000000000,,,,,,35.500000000000000,SMU 100563
57,84f7684e-d6fc-3f33-8938-15fba2f929e8,NM-00247,34.085086599999997,-107.040590899999998,SOCORRO PROSPECT,,,NM,BASIN AND RANGE,,1/10/1973 0:00:00,,1780.000000000000000,,,,,,,a,61.000000000000000,149.000000000000000,16.899999999999999,,,16.899999999999999,,0.100000000000000,16.899999999999999,SMU 100583
58,1354f92b-701e-3fac-bd83-92989fbb7cb1,NM-00249,32.068729400000002,-108.932629899999995,ANIMAS,26S/20W-7B,,NM,BASIN AND RANGE,,1/6/1974 0:00:00,,,,,,,,23.199999999999999,b,,,86.299999999999997,,,,,,86.299999999999997,SMU 100563
59,1354f92b-701e-3fac-bd83-92989fbb7cb1,NM-00249,32.068729400000002,-108.932629899999995,ANIMAS,26S/20W-7B,,NM,BASIN AND RANGE,,1/6/1974 0:00:00,,,,,,,,23.199999999999999,a,,,56.899999999999999,,,,,,56.899999999999999,SMU 100563
60,47c6102a-bdc2-3765-9312-edb23de44270,NM-00256,34.081786800000003,-107.010589999999993,SOCORRO PROSPECT,,,NM,BASIN AND RANGE,,1/1/1980 0:00:00,,1716.000000000000000,,,,,,,a,27.000000000000000,140.000000000000000,51.000000000000000,,,51.000000000000000,,0.300000000000000,51.000000000000000,SMU 100583
61,7a5ebb0c-eafd-3d6f-9e68-dc0f212a902c,NM-00261,35.030055900000001,-108.770647199999999,ZUNI PROSPECT,,,NM,COLORADO PLATEAU,,1/1/1980 0:00:00,,,323.100000000000023,,,,33.549999999999997,33.549999999999997,a,181.099999999999994,283.800000000000011,67.000000000000000,,,,,,67.000000000000000,SMU 1609
62,9f7e644a-7935-31a5-b6d4-be200ce71995,NM-00265,34.070087000000001,-107.023890300000005,SOCORRO PROSPECT,,,NM,BASIN AND RANGE,,1/24/1974 0:00:00,,1756.000000000000000,,,,,,,a,15.000000000000000,149.000000000000000,28.000000000000000,,,28.000000000000000,,0.200000000000000,28.000000000000000,SMU 100583
63,9f39a37d-6c4c-372c-8efa-4be05c3dde92,NM-00274,34.055087299999997,-107.035590499999998,SOCORRO PROSPECT,,,NM,BASIN AND RANGE,,1/1/1980 0:00:00,,1804.000000000000000,,,,,,,a,91.000000000000000,579.000000000000000,18.300000000000001,,,18.300000000000001,,0.100000000000000,18.300000000000001,SMU 100583
64,f182e8b8-c124-3b29-ac0e-c6214bf18dec,NM-00278,32.051030400000002,-108.830627000000007,ANIMAS,26S/19W-18B,,NM,BASIN AND RANGE,,1/1/1980 0:00:00,,,,,,,,21.199999999999999,a,,,22.100000000000001,,,,,,22.100000000000001,SMU 100563
65,31a1a9a9-a7bd-314b-aa4b-44445d897d39,NM-00279,35.270051500000001,-108.600644200000005,ZUNI PROSPECT,,,NM,COLORADO PLATEAU,,1/1/1980 0:00:00,,,34.100000000000001,,,,15.960000000000001,11.660000000000000,a,0.000000000000000,34.100000000000001,0.000000000000000,I,,,,,0.000000000000000,SMU 1609
66,13ce80d6-c9ce-3f75-a217-39d67a7f2265,NM-00282,35.230052399999998,-108.600643899999994,ZUNI PROSPECT,,,NM,COLORADO PLATEAU,,1/1/1980 0:00:00,,,44.500000000000000,,,,12.560000000000000,12.560000000000000,a,7.300000000000000,44.500000000000000,41.000000000000000,,,,,,41.000000000000000,SMU 1609
67,f8548633-dff0-3957-bb5e-a41ea67fa05b,NM-00283,34.015088200000001,-107.060591000000002,SOCORRO PROSPECT,,,NM,BASIN AND RANGE,,1/1/1980 0:00:00,,1938.000000000000000,,,,,,,a,30.000000000000000,91.000000000000000,36.000000000000000,,,36.000000000000000,,0.200000000000000,36.000000000000000,SMU 100583
68,a6c90b21-8975-3b27-804a-ab481fc2e4fa,NM-00292,34.011788400000000,-107.027289999999994,SOCORRO PROSPECT,,,NM,BASIN AND RANGE,,1/1/1980 0:00:00,,1804.000000000000000,,,,,,,b,18.000000000000000,43.000000000000000,0.000000000000000,I,,,,0.800000000000000,0.000000000000000,SMU 100583
69,a6c90b21-8975-3b27-804a-ab481fc2e4fa,NM-00292,34.011788400000000,-107.027289999999994,SOCORRO PROSPECT,,,NM,BASIN AND RANGE,,1/1/1980 0:00:00,,1804.000000000000000,,,,,,,a,61.000000000000000,137.000000000000000,28.500000000000000,,,28.500000000000000,,0.400000000000000,28.500000000000000,SMU 100583
70,013075e0-f81e-3141-ab6a-ed8304cc3187,NM-00306,35.540045599999999,-108.600646400000002,ZUNI PROSPECT,,,NM,COLORADO PLATEAU,,1/24/1973 0:00:00,,,182.900000000000006,,,,22.440000000000001,22.440000000000001,a,109.700000000000003,182.900000000000006,24.000000000000000,,,,,,24.000000000000000,SMU 1609
71,4555ee7a-5523-3350-907c-a681369fb2df,NM-00308,31.836236599999999,-108.800624700000000,ANIMAS,28S/19W-29D,,NM,BASIN AND RANGE,,1/3/1974 0:00:00,,,,,,,,24.899999999999999,a,,,62.100000000000001,,,,,,62.100000000000001,SMU 100563
72,a5f5bb4f-1abe-30ba-b67f-0c43b332a2c5,NM-00309,35.380051399999999,-108.170632699999999,ZUNI PROSPECT,,,NM,COLORADO PLATEAU,,1/3/1974 0:00:00,,,176.800000000000011,,,,20.239999999999998,20.239999999999998,a,36.600000000000001,170.699999999999989,22.000000000000000,,,,,,22.000000000000000,SMU 1609
73,d8c116a0-2ef0-3138-9040-0fb872461bae,NM-00315,35.530048399999998,-108.120632499999999,ZUNI PROSPECT,,,NM,COLORADO PLATEAU,,1/7/1974 0:00:00,,,591.299999999999955,,,,27.260000000000002,27.260000000000002,a,109.700000000000003,530.399999999999977,24.000000000000000,,,,,,24.000000000000000,SMU 1609
74,6901fcf1-5f1f-3895-9247-b455f5624565,NM-00320,34.001788900000001,-106.977288500000000,SOCORRO PROSPECT,,,NM,BASIN AND RANGE,,1/28/1974 0:00:00,,1634.000000000000000,,,,,,,a,12.000000000000000,55.000000000000000,159.599999999999994,,,159.599999999999994,,2.100000000000000,159.599999999999994,SMU 100583
75,ab51bb77-4477-313b-9466-234aad448d1f,NM-00322,34.006788800000002,-106.975588500000001,SOCORRO PROSPECT,1N/3E-31,,NM,BASIN AND RANGE,,1/6/1977 0:00:00,1/27/1977 0:00:00,1622.000000000000000,73.000000000000000,,,,25.730000000000000,25.730000000000000,b,9.000000000000000,43.000000000000000,176.599999999999994,,,176.599999999999994,,3.000000000000000,176.599999999999994,SMU 100583
76,ab51bb77-4477-313b-9466-234aad448d1f,NM-00322,34.006788800000002,-106.975588500000001,SOCORRO PROSPECT,1N/3E-31,,NM,BASIN AND RANGE,,1/6/1977 0:00:00,1/27/1977 0:00:00,1622.000000000000000,73.000000000000000,,,,25.730000000000000,25.730000000000000,a,43.000000000000000,73.000000000000000,139.099999999999994,,,139.099999999999994,,0.800000000000000,139.099999999999994,SMU 100583
77,ca81a917-99b8-3b33-8396-94b906a1fcce,NM-00329,32.156127800000000,-108.779626300000004,ANIMAS,25S/19W-3D,,NM,BASIN AND RANGE,,1/7/1974 0:00:00,,,,,,,,26.600000000000001,a,,,50.000000000000000,,,,,,50.000000000000000,SMU 100563
78,73f76b22-c7bb-3f07-8663-c18cc5240525,NM-00330,34.003388999999999,-106.942287500000006,SOCORRO PROSPECT,,,NM,BASIN AND RANGE,,1/7/1974 0:00:00,,1579.000000000000000,,,,,,,d,79.000000000000000,116.000000000000000,41.000000000000000,,,41.000000000000000,,1.400000000000000,41.000000000000000,SMU 100583
79,73f76b22-c7bb-3f07-8663-c18cc5240525,NM-00330,34.003388999999999,-106.942287500000006,SOCORRO PROSPECT,,,NM,BASIN AND RANGE,,1/7/1974 0:00:00,,1579.000000000000000,,,,,,,c,122.000000000000000,256.000000000000000,63.500000000000000,,,63.500000000000000,,0.400000000000000,63.500000000000000,SMU 100583
80,73f76b22-c7bb-3f07-8663-c18cc5240525,NM-00330,34.003388999999999,-106.942287500000006,SOCORRO PROSPECT,,,NM,BASIN AND RANGE,,1/7/1974 0:00:00,,1579.000000000000000,,,,,,,b,256.000000000000000,299.000000000000000,85.400000000000006,,,85.400000000000006,,1.900000000000000,85.400000000000006,SMU 100583
81,73f76b22-c7bb-3f07-8663-c18cc5240525,NM-00330,34.003388999999999,-106.942287500000006,SOCORRO PROSPECT,,,NM,BASIN AND RANGE,,1/7/1974 0:00:00,,1579.000000000000000,,,,,,,a,317.000000000000000,408.000000000000000,11.699999999999999,,,11.699999999999999,,0.700000000000000,11.699999999999999,SMU 100583
82,284cd9aa-66d3-378b-923d-8d422a02b356,NM-00331,34.005088999999998,-106.943887599999996,SOCORRO PROSPECT,,,NM,BASIN AND RANGE,,1/18/1974 0:00:00,,1582.000000000000000,,,,,,,c,49.000000000000000,85.000000000000000,58.600000000000001,,,58.600000000000001,,0.400000000000000,58.600000000000001,SMU 100583
83,284cd9aa-66d3-378b-923d-8d422a02b356,NM-00331,34.005088999999998,-106.943887599999996,SOCORRO PROSPECT,,,NM,BASIN AND RANGE,,1/18/1974 0:00:00,,1582.000000000000000,,,,,,,b,20.000000000000000,43.000000000000000,71.900000000000006,,,71.900000000000006,,1.100000000000000,71.900000000000006,SMU 100583
84,284cd9aa-66d3-378b-923d-8d422a02b356,NM-00331,34.005088999999998,-106.943887599999996,SOCORRO PROSPECT,,,NM,BASIN AND RANGE,,1/18/1974 0:00:00,,1582.000000000000000,,,,,,,a,122.000000000000000,140.000000000000000,65.599999999999994,,,65.599999999999994,,2.700000000000000,65.599999999999994,SMU 100583
85,6aafad23-80b3-3dcb-9e74-2cab414b22b9,NM-00341,34.221783799999997,-106.942289000000002,SOCORRO PROSPECT,1S/1W-16,,NM,BASIN AND RANGE,,1/27/1977 0:00:00,1/8/1977 0:00:00,1487.000000000000000,76.000000000000000,,,,20.559999999999999,20.559999999999999,a,24.000000000000000,76.000000000000000,23.699999999999999,,,23.699999999999999,,0.100000000000000,23.699999999999999,SMU 100583
86,421ce388-5fcc-3681-aa24-a460495e63aa,NM-00342,34.088387500000003,-106.838885200000007,SOCORRO PROSPECT,,,NM,BASIN AND RANGE,,1/1/1974 0:00:00,,1472.000000000000000,,,,,,,a,24.000000000000000,85.000000000000000,37.100000000000001,,,37.100000000000001,,0.600000000000000,37.100000000000001,SMU 100583
