Latitude,Longitude,SiGeothermometry,SiGeothermometry_StdErr
32.1236281,-108.8236276,70.3749847,19.869751
32.1436281,-108.8436276,97.7150574,8.5539112
32.1236281,-108.8436276,62.9219398,8.3520813
32.1433282,-108.8256274,106.9383469,15.6743975
32.1233282,-108.8256274,70.0119019,18.9123268
32.1333282,-108.8156274,77.1682892,18.6474972
32.1333282,-108.8356274,81.8837814,13.716012
32.1433282,-108.8156274,87.5939713,17.2821007
32.1233282,-108.8156274,68.1215897,19.1289616
32.1433282,-108.8356274,109.9109726,9.7045574
32.1233282,-108.8356274,67.3752213,13.6766682
32.1375283,-108.8416278,82.201355,8.8277988
32.1175283,-108.8416278,62.2904701,9.3125191
32.1275283,-108.8316278,72.927887,17.3022251
32.1275283,-108.8516278,57.1903381,3.9479735
32.1375283,-108.8316278,95.7454529,15.5672159
32.1175283,-108.8316278,64.5246353,14.7217035
32.1375283,-108.8516278,65.123642,5.4429803
32.1175283,-108.8516278,58.0518837,5.2406759
32.1334281,-108.8976293,51.1583252,10.0795259
32.1134281,-108.8976293,42.259304,6.3701577
32.1234281,-108.8876293,47.1574364,5.9868274
32.1234281,-108.9076293,46.1153603,10.3070641
32.1334281,-108.8876293,53.0305023,7.042316
32.1134281,-108.8876293,43.9202499,6.0250969
32.1334281,-108.9076293,50.5406685,12.3722954
32.1134281,-108.9076293,43.5942039,9.1556044
32.1316284,-108.848628,63.4391022,5.797133
32.1116284,-108.848628,59.5107574,6.2460203
32.1216284,-108.838628,65.0875626,11.4318933
32.1216284,-108.858628,55.5880127,5.8945341
32.1316284,-108.838628,75.6011505,11.6496172
32.1116284,-108.838628,62.1841087,9.7526283
32.1316284,-108.858628,58.3492851,5.6770129
32.1116284,-108.858628,56.4545212,6.6777577
32.1268281,-108.9339303,51.5744781,15.1092634
32.1068281,-108.9339303,49.6477051,14.7403145
32.1168281,-108.9239303,47.7179642,13.3496752
32.1168281,-108.9439303,52.0616112,15.5216141
32.1268281,-108.9239303,49.7369995,14.066781
32.1068281,-108.9239303,47.3538017,13.3891506
32.1268281,-108.9439303,53.0794754,15.6895952
32.1068281,-108.9439303,51.6326103,15.5172234
32.1237289,-108.7976265,59.6830063,15.2376108
32.1037289,-108.7976265,58.9233818,16.0847244
32.1137289,-108.7876265,57.408989,15.8117399
32.1137289,-108.8076265,61.784626,17.112112
32.1237289,-108.7876265,56.4108162,14.2633095
32.1037289,-108.7876265,57.8360023,16.1448555
32.1237289,-108.8076265,64.5791092,17.3606853
32.1037289,-108.8076265,60.033474,15.8492975
32.1202288,-108.8376276,64.7416763,11.9165068
32.1002288,-108.8376276,60.3533554,7.0816526
32.1102288,-108.8276276,63.4452744,13.6604443
32.1102288,-108.8476276,59.8105507,6.472075
32.1202288,-108.8276276,67.2611008,17.2801189
32.1002288,-108.8276276,61.0852737,11.0995932
32.1202288,-108.8476276,59.8420677,6.6991735
32.1002288,-108.8476276,59.4459648,4.8430777
32.110629,-108.8426276,61.0679932,7.864161
32.090629,-108.8426276,59.0226784,5.5895267
32.100629,-108.8326276,61.3148575,9.3556423
32.100629,-108.8526276,58.9868469,4.774322
32.110629,-108.8326276,63.4352455,12.1066647
32.090629,-108.8326276,59.9202766,9.0827961
32.110629,-108.8526276,58.4407921,5.1943889
32.090629,-108.8526276,58.9666023,5.9046063
32.1049292,-108.8266272,62.0861931,12.4866991
32.0849292,-108.8266272,59.4652252,11.845952
32.0949292,-108.8166272,59.3373756,13.9235659
32.0949292,-108.8366272,59.7623596,7.2770147
32.1049292,-108.8166272,60.854557,15.0115824
32.0849292,-108.8166272,58.912117,14.0097952
32.1049292,-108.8366272,61.5264549,8.8685827
32.0849292,-108.8366272,59.2578659,9.2343674
32.0821297,-108.8676281,56.8641243,11.9337759
32.0621297,-108.8676281,57.4362183,15.7192574
32.0721297,-108.8576281,58.3039703,13.7605667
32.0721297,-108.8776281,55.6915627,15.0864391
32.0821297,-108.8576281,58.5067291,10.2718096
32.0621297,-108.8576281,58.1803741,15.4298611
32.0821297,-108.8776281,54.4112473,13.3847313
32.0621297,-108.8776281,56.4862099,15.9326143
32.0787294,-108.9326299,52.5810585,15.8073692
32.0587294,-108.9326299,53.9539032,16.269146
32.0687294,-108.9226299,53.4881973,15.9746284
32.0687294,-108.9426299,53.1964874,16.2094536
32.0787294,-108.9226299,51.7674141,15.5105467
32.0587294,-108.9226299,53.9318962,16.224102
32.0787294,-108.9426299,53.479435,16.0374432
32.0587294,-108.9426299,53.981205,16.3229122
32.0782301,-108.7976262,58.2913551,15.8467226
32.0582301,-108.7976262,59.7680321,16.2154274
32.0682301,-108.7876262,58.1225967,16.225378
32.0682301,-108.8076262,58.3780823,15.757678
32.0782301,-108.7876262,58.0816154,16.1364269
32.0582301,-108.7876262,59.574791,16.3153114
32.0782301,-108.8076262,58.4527588,15.3341618
32.0582301,-108.8076262,60.015686,16.0798817
32.0671297,-108.9496303,53.4853897,16.2758923
32.0471297,-108.9496303,54.7341499,16.389883
32.0571297,-108.9396303,54.0787201,16.3187485
32.0571297,-108.9596303,54.5036507,16.4022694
32.0671297,-108.9396303,53.1901436,16.2001266
32.0471297,-108.9396303,54.80056,16.3736897
32.0671297,-108.9596303,54.3811455,16.3349457
32.0471297,-108.9596303,54.7657661,16.407608
32.0610304,-108.830627,60.2418747,15.3961811
32.0410304,-108.830627,61.7369919,16.7601395
32.0510304,-108.820627,61.2242851,16.264677
32.0510304,-108.840627,60.8986015,16.1211891
32.0610304,-108.820627,60.4654465,15.6539526
32.0410304,-108.820627,61.6691513,16.8521538
32.0610304,-108.840627,59.9709358,15.2786732
32.0410304,-108.840627,61.7694473,16.7289429
32.0396311,-108.8116263,61.5634308,16.9010315
32.0196311,-108.8116263,63.4416428,17.6516361
32.0296311,-108.8016263,61.5663605,17.29636
32.0296311,-108.8216263,62.7934036,17.4404564
32.0396311,-108.8016263,60.8196297,16.9749184
32.0196311,-108.8016263,62.3825264,17.5397625
32.0396311,-108.8216263,61.7476845,16.939621
32.0196311,-108.8216263,64.2503815,17.8032703
32.0234311,-108.8996286,57.9610634,16.7013607
32.0034311,-108.8996286,58.3074341,16.6095238
32.0134311,-108.8896286,59.8872719,16.9490242
32.0134311,-108.9096286,56.6219101,16.4785099
32.0234311,-108.8896286,59.2247849,16.855278
32.0034311,-108.8896286,60.4787788,16.9787045
32.0234311,-108.9096286,56.8068314,16.5346546
32.0034311,-108.9096286,56.1998672,16.2935333
32.0219322,-108.6926229,57.2889404,15.2865763
32.0019322,-108.6926229,55.9511108,12.4396982
32.0119322,-108.7026229,57.0679665,14.6001425
32.0219322,-108.7026229,57.6652794,15.681983
32.0019322,-108.7026229,56.4387856,12.8562155
32.0188316,-108.8336268,64.780426,17.9426174
31.9988316,-108.8336268,70.6024017,18.5095387
32.0088316,-108.8236268,66.4946518,18.1752071
32.0088316,-108.8436268,66.9325027,18.2627392
32.0188316,-108.8236268,64.4812088,17.8571606
31.9988316,-108.8236268,69.5484772,18.3438492
32.0188316,-108.8436268,64.437561,17.8416557
31.9988316,-108.8436268,70.5417099,18.5840435
32.018432,-108.7606248,59.1449547,16.7909489
31.998432,-108.7606248,57.0831451,15.8136091
32.008432,-108.7506248,57.9205742,16.1525917
32.008432,-108.7706248,59.18433,16.6753788
32.018432,-108.7506248,58.7336388,16.6341934
31.998432,-108.7506248,56.5709152,15.4437408
32.018432,-108.7706248,59.5973969,16.966011
31.998432,-108.7706248,58.0859261,16.1534424
31.9815328,-108.7948255,61.771183,15.5161982
31.9615328,-108.7948255,56.721714,10.2873793
31.9715328,-108.7848255,55.202301,13.0330334
31.9715328,-108.8048255,65.4578781,13.8385992
31.9815328,-108.7848255,57.9598694,14.9323454
31.9615328,-108.7848255,52.1528854,10.761797
31.9815328,-108.8048255,66.5459976,16.1780205
31.9615328,-108.8048255,62.5122261,9.7665033
31.9677335,-108.7376238,49.9646873,11.6828365
31.9477335,-108.7376238,46.856636,10.6724043
31.9577335,-108.7276238,50.4132996,11.8532782
31.9577335,-108.7476238,45.30896,9.329958
31.9677335,-108.7276238,51.7772827,11.2943172
31.9477335,-108.7276238,49.8900833,12.3574963
31.9677335,-108.7476238,48.4317551,11.3715649
31.9477335,-108.7476238,43.852047,8.1215239
31.9672336,-108.7166232,53.5079575,10.36374
31.9472336,-108.7166232,52.7570724,13.5490112
31.9572336,-108.7066232,54.7374382,12.8833485
31.9572336,-108.7266232,50.6127014,11.9341869
31.9672336,-108.7066232,54.8208313,10.2831163
31.9472336,-108.7066232,54.8296814,14.279315
31.9672336,-108.7266232,51.8796768,11.2403326
31.9472336,-108.7266232,50.1699715,12.5263653
31.9663329,-108.8666273,73.12854,16.2078457
31.9463329,-108.8666273,70.0286102,13.8863087
31.9563329,-108.8566273,76.9354095,16.2847214
31.9563329,-108.8766273,67.4507446,11.1753788
31.9663329,-108.8566273,78.5003204,16.8529072
31.9463329,-108.8566273,73.351059,16.0542297
31.9663329,-108.8766273,68.0620956,14.5266457
31.9463329,-108.8766273,66.0868454,9.9902554
31.9638334,-108.7676246,47.382431,10.0997677
31.9438334,-108.7676246,43.7443581,7.1232057
31.9538334,-108.7576246,43.1740799,6.8317518
31.9538334,-108.7776246,47.4995918,9.1084661
31.9638334,-108.7576246,46.3817101,9.8454056
31.9438334,-108.7576246,42.6604881,6.6669545
31.9638334,-108.7776246,50.1198235,10.9332561
31.9438334,-108.7776246,46.9018364,9.1566515
31.9638334,-108.7806249,51.0928383,11.1769476
31.9438334,-108.7806249,47.9859085,9.6276989
31.9538334,-108.7706249,44.9351234,7.961338
31.9538334,-108.7906249,52.8837814,9.3696318
31.9638334,-108.7706249,47.8795853,10.3565893
31.9438334,-108.7706249,44.399559,7.8804264
31.9638334,-108.7906249,55.2885094,11.2312813
31.9438334,-108.7906249,52.050354,9.7601166
31.9622334,-108.7916252,55.3139572,10.763608
31.9422334,-108.7916252,52.5173416,10.0360098
31.9522334,-108.7816252,48.8012543,9.5338926
31.9522334,-108.8016252,57.8133163,7.108521
31.9622334,-108.7816252,51.0073929,10.9053621
31.9422334,-108.7816252,48.5030899,9.9900579
31.9622334,-108.8016252,60.5497589,9.8873768
31.9422334,-108.8016252,56.7477684,8.5895014
31.9584334,-108.8016255,59.2186279,8.0935946
31.9384334,-108.8016255,56.6806564,9.885026
31.9484334,-108.7916255,52.5199127,8.9161129
31.9484334,-108.8116255,62.78162,7.242444
31.9584334,-108.7916255,54.188076,9.6810608
31.9384334,-108.7916255,52.6268463,10.7377682
31.9584334,-108.8116255,66.1594086,9.3901834
31.9384334,-108.8116255,61.0175934,8.0647011
31.9557334,-108.8186259,71.1255417,10.5057573
31.9357334,-108.8186259,63.3586845,7.5454793
31.9457334,-108.8086259,60.5143318,7.3673639
31.9457334,-108.8286259,71.9394836,11.3601236
31.9557334,-108.8086259,63.0921478,8.3651466
31.9357334,-108.8086259,59.5432014,9.3920813
31.9557334,-108.8286259,78.353096,12.3240805
31.9357334,-108.8286259,67.0772324,9.8514233
31.9538333,-108.8536269,77.235939,16.5507584
31.9338333,-108.8536269,69.1040726,16.303318
31.9438333,-108.8436269,74.1573563,15.6257067
31.9438333,-108.8636269,70.3858948,15.0713329
31.9538333,-108.8436269,79.8395767,15.5734472
31.9338333,-108.8436269,69.3404999,15.2541056
31.9538333,-108.8636269,73.096611,15.1808834
31.9338333,-108.8636269,67.4872513,15.7969599
31.9523334,-108.8316263,77.626442,12.8734913
31.9323334,-108.8316263,66.9425964,11.8905859
31.9423334,-108.8216263,66.8890762,7.4508252
31.9423334,-108.8416263,73.4264679,15.1126633
31.9523334,-108.8216263,71.7017593,10.7040052
31.9323334,-108.8216263,63.8389664,8.5945396
31.9523334,-108.8416263,79.3175507,15.3414154
31.9323334,-108.8416263,68.7140656,14.8816996
31.9496338,-108.7796248,47.6320114,8.9749422
31.9296338,-108.7796248,50.0172691,11.9711304
31.9396338,-108.7696248,44.8680534,8.6369495
31.9396338,-108.7896248,51.8000717,10.4994678
31.9496338,-108.7696248,43.9800797,6.825789
31.9296338,-108.7696248,47.7808037,11.3197155
31.9496338,-108.7896248,51.8337479,9.1053905
31.9296338,-108.7896248,52.9930344,12.4091692
31.948933,-108.933629,37.6064262,11.3698282
31.928933,-108.933629,43.1176414,13.0557203
31.938933,-108.923629,45.1172256,12.9898767
31.938933,-108.943629,34.1924973,10.6910658
31.948933,-108.923629,43.9497414,12.5350599
31.928933,-108.923629,47.326416,13.8183689
31.948933,-108.943629,30.9755535,9.5246487
31.928933,-108.943629,39.2531624,12.2119074
31.939534,-108.7996253,55.8518372,9.735673
31.919534,-108.7996253,57.0909767,13.9808006
31.929534,-108.7896253,53.0073967,12.4285364
31.929534,-108.8096253,59.6112747,11.0183401
31.939534,-108.7896253,51.803997,10.5165768
31.919534,-108.7896253,54.7072449,14.0149298
31.939534,-108.8096253,60.2917671,8.2864971
31.919534,-108.8096253,59.4824905,13.7292662
31.936934,-108.8136257,61.5982857,8.0990095
31.916934,-108.8136257,60.279686,14.246542
31.926934,-108.8036257,57.6690331,12.4188538
31.926934,-108.8236257,63.3472404,11.1983032
31.936934,-108.8036257,57.5135384,9.9708014
31.916934,-108.8036257,58.1883354,14.3491783
31.936934,-108.8236257,65.4853821,6.8365717
31.916934,-108.8236257,62.1019821,14.4265661
31.931434,-108.8346262,67.1999741,12.9320688
31.911434,-108.8346262,62.9005051,16.053257
31.921434,-108.8246262,62.8444328,13.240037
31.921434,-108.8446262,65.4061737,15.9790649
31.931434,-108.8246262,64.5921936,9.656168
31.911434,-108.8246262,61.8246574,15.4564037
31.931434,-108.8446262,68.4387283,15.4065523
31.911434,-108.8446262,63.4318199,16.6557503
31.9288338,-108.8966279,57.6604614,14.4858713
31.9088338,-108.8966279,58.0300484,16.2550411
31.9188338,-108.8866279,60.1318245,15.917428
31.9188338,-108.9066279,55.0460472,15.3534031
31.9288338,-108.8866279,60.7791672,14.5864735
31.9088338,-108.8866279,59.7001648,16.555933
31.9288338,-108.9066279,54.1279221,14.4581347
31.9088338,-108.9066279,56.1122932,15.9581814
31.9188343,-108.8446264,64.7579422,16.1805649
31.8988343,-108.8446264,61.9159813,17.2366581
31.9088343,-108.8346264,62.5554161,16.3627777
31.9088343,-108.8546264,62.9548721,17.0753536
31.9188343,-108.8346264,63.9913712,15.1334982
31.8988343,-108.8346264,61.6466713,17.0319653
31.9188343,-108.8546264,64.68647,16.7470684
31.8988343,-108.8546264,61.8346939,17.3170815
31.8895356,-108.700622,59.0893669,17.2813911
31.8995356,-108.700622,58.6166267,17.0069523
31.8795356,-108.700622,59.4486923,17.4629898
31.8989353,-108.762624,55.8618431,15.927536
31.8789353,-108.762624,58.5825844,17.0300331
31.8889353,-108.752624,57.3248482,16.602951
31.8889353,-108.772624,57.8139267,16.625082
31.8989353,-108.752624,55.7887115,15.9694691
31.8789353,-108.752624,58.4963837,17.0301933
31.8989353,-108.772624,56.3010101,15.9750233
31.8789353,-108.772624,58.7635918,17.1230087
31.8905353,-108.8146254,60.2753143,17.0423164
31.8705353,-108.8146254,60.31213,17.6906052
31.8805353,-108.8046254,59.8673401,17.3417778
31.8805353,-108.8246254,60.6527863,17.5529041
31.8905353,-108.8046254,59.6085587,16.9154396
31.8705353,-108.8046254,60.0503197,17.6074104
31.8905353,-108.8246254,60.8322678,17.2036076
31.8705353,-108.8246254,60.5359688,17.7661781
31.8860351,-108.8766271,60.237072,17.3223248
31.8660351,-108.8766271,60.2420807,17.6975174
31.8760351,-108.8666271,60.5202637,17.6483345
31.8760351,-108.8866271,59.879837,17.3635921
31.8860351,-108.8666271,60.7157898,17.4584656
31.8660351,-108.8666271,60.5515976,17.7337189
31.8860351,-108.8866271,59.6488419,17.1747227
31.8660351,-108.8866271,59.9873199,17.6153908
31.8836356,-108.7816244,58.6740036,16.9575443
31.8636356,-108.7816244,59.7118301,17.5926991
31.8736356,-108.7716244,59.0825806,17.2887611
31.8736356,-108.7916244,59.588707,17.4205475
31.8836356,-108.7716244,58.324234,16.8863735
31.8636356,-108.7716244,59.5701523,17.5498676
31.8836356,-108.7916244,59.1306152,17.0757008
31.8636356,-108.7916244,59.8893166,17.6480427
31.8798353,-108.8606266,60.7750092,17.6255722
31.8598353,-108.8606266,60.6407928,17.802227
31.8698353,-108.8506266,60.756012,17.7364311
31.8698353,-108.8706266,60.4184303,17.6899109
31.8798353,-108.8506266,60.8960838,17.6344929
31.8598353,-108.8506266,60.6562424,17.8899765
31.8798353,-108.8706266,60.4338303,17.5685387
31.8598353,-108.8706266,60.5409889,17.7707481
31.8737355,-108.8546264,60.7543221,17.6927795
31.8537355,-108.8546264,60.6086426,17.9486523
31.8637355,-108.8446264,60.6812897,17.8739605
31.8637355,-108.8646264,60.6013947,17.7550888
31.8737355,-108.8446264,60.8158798,17.7084465
31.8537355,-108.8446264,60.5927277,18.0003052
31.8737355,-108.8646264,60.5925751,17.6773853
31.8537355,-108.8646264,60.5943184,17.8563347
31.8682358,-108.8356258,60.6706886,17.8444347
31.8482358,-108.8356258,60.5280838,18.0240269
31.8582358,-108.8256258,60.4835587,17.9213562
31.8582358,-108.8456258,60.6235275,17.9566727
31.8682358,-108.8256258,60.5321732,17.8143177
31.8482358,-108.8256258,60.4674988,17.9950256
31.8682358,-108.8456258,60.7361832,17.7912159
31.8482358,-108.8456258,60.5671272,18.0447235
31.8462366,-108.8006247,60.2678146,17.916769
31.8262366,-108.8006247,60.3821983,18.0393505
31.8362366,-108.7906247,60.2778015,17.9599285
31.8362366,-108.8106247,60.3926392,18.0167885
31.8462366,-108.7906247,60.181015,17.8799839
31.8262366,-108.7906247,60.3421593,18.0163536
31.8462366,-108.8106247,60.3544884,17.9542313
31.8262366,-108.8106247,60.4221382,18.0620193
31.8461369,-108.7306228,60.1845093,17.8496132
31.8261369,-108.7306228,60.5636749,18.0510502
31.8361369,-108.7206228,60.4684753,17.9710808
31.8361369,-108.7406228,60.3302269,17.9593945
31.8461369,-108.7206228,60.1959763,17.8646259
31.8261369,-108.7206228,60.520649,18.0029697
31.8461369,-108.7406228,59.9772453,17.8001099
31.8261369,-108.7406228,60.5956306,18.0858421
32.1441307,-108.2428114,62.7076607,16.9173412
