OID_,Latitude,Longitude
3886,32.562505188180275,-108.062510139456663
3887,32.562505189367101,-108.037510134160712
3888,32.562505190553701,-108.012510128862203
3889,32.562505191740051,-107.987510123561123
3890,32.562505192926189,-107.962510118257555
3891,32.562505194112077,-107.937510112951372
3892,32.562505195297724,-107.912510107642717
3893,32.562505196483158,-107.887510102331532
3894,32.562505197668337,-107.862510097017733
3895,32.562505198853302,-107.837510091701475
3896,32.562505200038004,-107.812510086382616
3897,32.562505201222493,-107.787510081061285
3898,32.562505202406740,-107.762510075737424
3899,32.562505203590739,-107.737510070410963
3900,32.562505204774524,-107.712510065082043
3901,32.562505205958054,-107.687510059750522
3902,32.562505207141349,-107.662510054416543
3903,32.562505208324424,-107.637510049080021
3904,32.562505209507236,-107.612510043740926
3905,32.562505210689835,-107.587510038399344
3906,32.562505211872178,-107.562510033055219
3907,32.562505213054294,-107.537510027708592
3908,32.562505214236168,-107.512510022359450
3909,32.562505215417801,-107.487510017007736
3910,32.562505216599192,-107.462510011653563
3911,32.562505217780370,-107.437510006296790
3912,32.562505218961277,-107.412510000937587
3913,32.562505220141972,-107.387509995575840
3914,32.562505221322418,-107.362509990211521
3915,32.562505222502608,-107.337509984844772
3916,32.562505223682578,-107.312509979475422
3917,32.562505224862278,-107.287509974103642
3918,32.562505226041779,-107.262509968729333
3919,32.562505227221010,-107.237509963352451
3920,32.562505228400020,-107.212509957973126
3921,32.562505229578768,-107.187509952591242
3922,32.562505230757296,-107.162509947206871
3923,32.562505231935567,-107.137509941820028
3924,32.562505233113612,-107.112509936430612
3925,32.562505234291407,-107.087509931038753
3926,32.562505235468940,-107.062509925644306
3927,32.562505236646260,-107.037509920247444
3928,32.562505237823316,-107.012509914848067
3929,32.562505239000153,-106.987509909446146
3930,32.562505240176719,-106.962509904041767
3931,32.562505241353044,-106.937509898634829
3932,32.562505242529156,-106.912509893225447
3933,32.562505243704990,-106.887509887813593
3934,32.562505244880619,-106.862509882399181
3935,32.562505246055977,-106.837509876982310
3936,32.562505247231087,-106.812509871562895
3937,32.562505248405962,-106.787509866141050
3938,32.562505249580589,-106.762509860716705
3939,32.562505250754988,-106.737509855289815
3940,32.562505251929117,-106.712509849860510
3941,32.562505253103019,-106.687509844428646
3942,32.562505254276658,-106.662509838994353
3943,32.562505255450056,-106.637509833557573
3944,32.562505256623211,-106.612509828118235
3945,32.562505257796118,-106.587509822676481
3946,32.562505258968784,-106.562509817232197
3947,32.562505260141194,-106.537509811785469
3948,32.562505261313362,-106.512509806336283
3949,32.562505262485288,-106.487509800884538
3950,32.562505263656945,-106.462509795430378
3951,32.562505264828374,-106.437509789973689
3952,32.562505265999548,-106.412509784514583
3953,32.562505267170494,-106.387509779052976
3954,32.587505145479085,-109.037510345675187
3955,32.587505146677103,-109.012510340478869
3956,32.587505147874893,-108.987510335279921
3957,32.587505149072449,-108.962510330078445
3958,32.587505150269791,-108.937510324874324
3959,32.587505151466900,-108.912510319667689
3960,32.587505152663766,-108.887510314458481
3961,32.587505153860441,-108.862510309246630
3962,32.587505155056860,-108.837510304032250
3963,32.587505156253087,-108.812510298815255
3964,32.587505157449051,-108.787510293595744
3965,32.587505158644795,-108.762510288373662
3966,32.587505159840333,-108.737510283148936
3967,32.587505161035629,-108.712510277921709
3968,32.587505162230677,-108.687510272691853
3969,32.587505163425526,-108.662510267459467
3970,32.587505164620111,-108.637510262224524
3971,32.587505165814498,-108.612510256986965
3972,32.587505167008651,-108.587510251746878
3973,32.587505168202561,-108.562510246504189
3974,32.587505169396266,-108.537510241259000
3975,32.587505170589701,-108.512510236011224
3976,32.587505171782951,-108.487510230760833
3977,32.587505172975931,-108.462510225507955
3978,32.587505174168697,-108.437510220252435
3979,32.587505175361237,-108.412510214994427
3980,32.587505176553556,-108.387510209733861
3981,32.587505177745605,-108.362510204470681
3982,32.587505178937469,-108.337510199204985
3983,32.587505180129071,-108.312510193936689
3984,32.587505181320452,-108.287510188665919
3985,32.587505182511613,-108.262510183392578
3986,32.587505183702532,-108.237510178116622
3987,32.587505184893196,-108.212510172838165
3988,32.587505186083646,-108.187510167557122
3989,32.587505187273862,-108.162510162273549
3990,32.587505188463837,-108.137510156987460
3991,32.587505189653584,-108.112510151698771
3992,32.587505190843103,-108.087510146407595
3993,32.587505192032388,-108.062510141113790
3994,32.587505193221425,-108.037510135817513
3995,32.587505194410241,-108.012510130518692
3996,32.587505195598816,-107.987510125217284
3997,32.587505196787163,-107.962510119913375
3998,32.587505197975268,-107.937510114606866
3999,32.587505199163154,-107.912510109297884
4000,32.587505200350783,-107.887510103986372
4001,32.587505201538185,-107.862510098672246
4002,32.587505202725353,-107.837510093355661
4003,32.587505203912286,-107.812510088036461
4004,32.587505205098964,-107.787510082714803
4005,32.587505206285421,-107.762510077390601
4006,32.587505207471644,-107.737510072063813
4007,32.587505208657618,-107.712510066734566
4008,32.587505209843371,-107.687510061402719
4009,32.587505211028862,-107.662510056068399
4010,32.587505212214133,-107.637510050731564
4011,32.587505213399169,-107.612510045392128
4012,32.587505214583956,-107.587510040050219
4013,32.587505215768509,-107.562510034705753
4014,32.587505216952820,-107.537510029358799
4015,32.587505218136897,-107.512510024009330
4016,32.587505219320732,-107.487510018657275
4017,32.587505220504326,-107.462510013302762
4018,32.587505221687692,-107.437510007945676
4019,32.587505222870810,-107.412510002586117
4020,32.587505224053665,-107.387509997224043
4021,32.587505225236306,-107.362509991859397
4022,32.587505226418706,-107.337509986492307
4023,32.587505227600857,-107.312509981122616
4024,32.587505228782767,-107.287509975750496
4025,32.587505229964435,-107.262509970375859
4026,32.587505231145869,-107.237509964998637
4027,32.587505232327075,-107.212509959618984
4028,32.587505233507997,-107.187509954236759
4029,32.587505234688720,-107.162509948852048
4030,32.587505235869159,-107.137509943464863
4031,32.587505237049392,-107.112509938075107
4032,32.587505238229369,-107.087509932682920
4033,32.587505239409090,-107.062509927288147
4034,32.587505240588605,-107.037509921890944
4035,32.587505241767843,-107.012509916491211
4036,32.587505242946847,-106.987509911088964
4037,32.587505244125587,-106.962509905684229
4038,32.587505245304108,-106.937509900276964
4039,32.587505246482372,-106.912509894867256
4040,32.587505247660410,-106.887509889455046
4041,32.587505248838191,-106.862509884040279
4042,32.587505250015731,-106.837509878623081
4043,32.587505251193022,-106.812509873203325
4044,32.587505252370065,-106.787509867781139
4045,32.587505253546873,-106.762509862356453
4046,32.587505254723418,-106.737509856929222
4047,32.587505255899714,-106.712509851499561
4048,32.587505257075776,-106.687509846067357
4049,32.587505258251596,-106.662509840632723
4050,32.587505259427161,-106.637509835195601
4051,32.587505260602498,-106.612509829755922
4052,32.587505261777558,-106.587509824313813
4053,32.587505262952376,-106.562509818869188
4054,32.587505264126953,-106.537509813422105
4055,32.587505265301282,-106.512509807972592
4056,32.587505266475375,-106.487509802520492
4057,32.587505267649199,-106.462509797065991
4058,32.587505268822767,-106.437509791608946
4059,32.587505269996122,-106.412509786149485
4060,32.587505271169199,-106.387509780687552
4061,32.612505149241784,-109.037510347348885
4062,32.612505150442047,-109.012510342152254
4063,32.612505151642104,-108.987510336952994
4064,32.612505152841926,-108.962510331751190
4065,32.612505154041500,-108.937510326546757
4066,32.612505155240875,-108.912510321339809
4067,32.612505156440008,-108.887510316130289
4068,32.612505157638921,-108.862510310918111
4069,32.612505158837592,-108.837510305703432
4070,32.612505160036058,-108.812510300486124
4071,32.612505161234274,-108.787510295266273
4072,32.612505162432264,-108.762510290043863
4073,32.612505163630040,-108.737510284818825
4074,32.612505164827574,-108.712510279591271
4075,32.612505166024881,-108.687510274361088
4076,32.612505167221961,-108.662510269128404
4077,32.612505168418799,-108.637510263893134
4078,32.612505169615417,-108.612510258655263
4079,32.612505170811808,-108.587510253414848
4080,32.612505172007978,-108.562510248171833
4081,32.612505173203900,-108.537510242926317
4082,32.612505174399594,-108.512510237678228
4083,32.612505175595068,-108.487510232427525
4084,32.612505176790300,-108.462510227174306
4085,32.612505177985312,-108.437510221918487
4086,32.612505179180062,-108.412510216660152
4087,32.612505180374598,-108.387510211399260
4088,32.612505181568899,-108.362510206135752
4089,32.612505182762966,-108.337510200869744
4090,32.612505183956820,-108.312510195601121
4091,32.612505185150432,-108.287510190330011
4092,32.612505186343803,-108.262510185056342
4093,32.612505187536954,-108.237510179780060
4094,32.612505188729855,-108.212510174501290
4095,32.612505189922523,-108.187510169219905
4096,32.612505191114977,-108.162510163936034
4097,32.612505192307168,-108.137510158649604
4098,32.612505193499125,-108.112510153360589
4099,32.612505194690868,-108.087510148069072
4100,32.612505195882378,-108.062510142774954
4101,32.612505197073645,-108.037510137478350
4102,32.612505198264671,-108.012510132179187
4103,32.612505199455470,-107.987510126877453
4104,32.612505200646034,-107.962510121573217
4105,32.612505201836342,-107.937510116266381
4106,32.612505203026437,-107.912510110957072
4107,32.612505204216291,-107.887510105645234
4108,32.612505205405903,-107.862510100330780
4109,32.612505206595280,-107.837510095013869
4110,32.612505207784402,-107.812510089694342
4111,32.612505208973317,-107.787510084372343
4112,32.612505210161977,-107.762510079047814
4113,32.612505211350395,-107.737510073720699
4114,32.612505212538579,-107.712510068391097
4115,32.612505213726543,-107.687510063058923
4116,32.612505214914250,-107.662510057724276
4117,32.612505216101717,-107.637510052387100
4118,32.612505217288948,-107.612510047047337
4119,32.612505218475953,-107.587510041705102
4120,32.612505219662687,-107.562510036360294
4121,32.612505220849208,-107.537510031012999
4122,32.612505222035495,-107.512510025663218
4123,32.612505223221504,-107.487510020310808
4124,32.612505224407315,-107.462510014955981
4125,32.612505225592855,-107.437510009598540
4126,32.612505226778168,-107.412510004238655
4127,32.612505227963247,-107.387509998876240
4128,32.612505229148070,-107.362509993511267
4129,32.612505230332651,-107.337509988143822
4130,32.612505231517005,-107.312509982773818
4131,32.612505232701096,-107.287509977401356
4132,32.612505233884967,-107.262509972026379
4133,32.612505235068589,-107.237509966648830
4134,32.612505236251955,-107.212509961268822
4135,32.612505237435094,-107.187509955886256
4136,32.612505238617985,-107.162509950501217
4137,32.612505239800640,-107.137509945113692
4138,32.612505240983033,-107.112509939723594
4139,32.612505242165206,-107.087509934331052
4140,32.612505243347130,-107.062509928935938
4141,32.612505244528784,-107.037509923538408
4142,32.612505245710217,-107.012509918138349
4143,32.612505246891388,-106.987509912735746
4144,32.612505248072331,-106.962509907330670
4145,32.612505249253019,-106.937509901923065
4146,32.612505250433465,-106.912509896513015
4147,32.612505251613669,-106.887509891100464
4148,32.612505252793625,-106.862509885685355
4149,32.612505253973339,-106.837509880267817
4150,32.612505255152797,-106.812509874847720
4151,32.612505256332000,-106.787509869425179
4152,32.612505257510982,-106.762509864000151
4153,32.612505258689701,-106.737509858572579
4154,32.612505259868186,-106.712509853142578
4155,32.612505261046415,-106.687509847710018
4156,32.612505262224381,-106.662509842275043
4157,32.612505263402120,-106.637509836837566
4158,32.612505264579596,-106.612509831397560
4159,32.612505265756852,-106.587509825955109
4160,32.612505266933830,-106.562509820510130
4161,32.612505268110560,-106.537509815062705
4162,32.612505269287041,-106.512509809612823
4163,32.612505270463288,-106.487509804160396
4164,32.612505271639279,-106.462509798705540
4165,32.612505272815021,-106.437509793248154
4166,32.612505273990521,-106.412509787788338
4167,32.612505275165759,-106.387509782326049
4168,32.637505153002287,-109.037510349026675
4169,32.637505154204817,-109.012510343829717
4170,32.637505155407112,-108.987510338630130
4171,32.637505156609173,-108.962510333428014
4172,32.637505157811020,-108.937510328223269
4173,32.637505159012626,-108.912510323016008
4174,32.637505160214026,-108.887510317806161
4175,32.637505161415184,-108.862510312593670
4176,32.637505162616101,-108.837510307378665
4177,32.637505163816819,-108.812510302161044
4178,32.637505165017288,-108.787510296940880
4179,32.637505166217522,-108.762510291718144
4180,32.637505167417537,-108.737510286492792
4181,32.637505168617302,-108.712510281264912
4182,32.637505169816862,-108.687510276034416
4183,32.637505171016180,-108.662510270801405
4184,32.637505172215256,-108.637510265565822
4185,32.637505173414134,-108.612510260327610
4186,32.637505174612762,-108.587510255086897
4187,32.637505175811150,-108.562510249843555
4188,32.637505177009302,-108.537510244597698
4189,32.637505178207256,-108.512510239349282
4190,32.637505179404940,-108.487510234098252
4191,32.637505180602425,-108.462510228844721
4192,32.637505181799654,-108.437510223588561
4193,32.637505182996662,-108.412510218329928
4194,32.637505184193436,-108.387510213068694
4195,32.637505185389955,-108.362510207804860
4196,32.637505186586267,-108.337510202538539
4197,32.637505187782338,-108.312510197269603
4198,32.637505188978167,-108.287510191998152
4199,32.637505190173776,-108.262510186724171
4200,32.637505191369144,-108.237510181447547
4201,32.637505192564277,-108.212510176168436
4202,32.637505193759154,-108.187510170886753
4203,32.637505194953832,-108.162510165602527
4204,32.637505196148261,-108.137510160315784
4205,32.637505197342456,-108.112510155026442
4206,32.637505198536402,-108.087510149734598
4207,32.637505199730128,-108.062510144440139
4208,32.637505200923606,-108.037510139143222
4209,32.637505202116856,-108.012510133843733
4210,32.637505203309871,-107.987510128541658
4211,32.637505204502645,-107.962510123237095
4212,32.637505205695170,-107.937510117929918
4213,32.637505206887489,-107.912510112620296
4214,32.637505208079546,-107.887510107308103
4215,32.637505209271353,-107.862510101993337
4216,32.637505210462962,-107.837510096676070
4217,32.637505211654307,-107.812510091356231
4218,32.637505212845412,-107.787510086033890
4219,32.637505214036288,-107.762510080709035
4220,32.637505215226923,-107.737510075381579
4221,32.637505216417310,-107.712510070051664
4222,32.637505217607476,-107.687510064719135
4223,32.637505218797372,-107.662510059384175
4224,32.637505219987048,-107.637510054046658
4225,32.637505221176497,-107.612510048706554
4226,32.637505222365682,-107.587510043363977
4227,32.637505223554633,-107.562510038018843
4228,32.637505224743357,-107.537510032671221
4229,32.637505225931811,-107.512510027321085
4230,32.637505227120059,-107.487510021968347
4231,32.637505228308036,-107.462510016613180
4232,32.637505229495794,-107.437510011255412
4233,32.637505230683288,-107.412510005895186
4234,32.637505231870556,-107.387510000532430
4235,32.637505233057588,-107.362509995167116
4236,32.637505234244358,-107.337509989799344
4237,32.637505235430893,-107.312509984428985
4238,32.637505236617187,-107.287509979056196
4239,32.637505237803239,-107.262509973680878
4240,32.637505238989036,-107.237509968302987
4241,32.637505240174605,-107.212509962922638
4242,32.637505241359925,-107.187509957539731
4243,32.637505242545011,-107.162509952154352
4244,32.637505243729827,-107.137509946766485
4245,32.637505244914422,-107.112509941376061
4246,32.637505246098762,-107.087509935983178
4247,32.637505247282867,-107.062509930587723
4248,32.637505248466709,-107.037509925189838
4249,32.637505249650310,-107.012509919789423
4250,32.637505250833676,-106.987509914386493
4251,32.637505252016794,-106.962509908981076
4252,32.637505253199642,-106.937509903573130
4253,32.637505254382283,-106.912509898162725
4254,32.637505255564669,-106.887509892749833
4255,32.637505256746785,-106.862509887334383
4256,32.637505257928659,-106.837509881916489
4257,32.637505259110299,-106.812509876496051
4258,32.637505260291668,-106.787509871073169
4259,32.637505261472825,-106.762509865647800
4260,32.637505262653718,-106.737509860219873
4261,32.637505263834363,-106.712509854789531
4262,32.637505265014745,-106.687509849356630
4263,32.637505266194900,-106.662509843921299
4264,32.637505267374792,-106.637509838483496
4265,32.637505268554456,-106.612509833043120
4266,32.637505269733850,-106.587509827600314
4267,32.637505270912989,-106.562509822154993
4268,32.637505272091900,-106.537509816707228
4269,32.637505273270534,-106.512509811257004
4270,32.637505274448948,-106.487509805804208
4271,32.637505275627092,-106.462509800349025
4272,32.637505276804987,-106.437509794891284
4273,32.637505277982640,-106.412509789431112
4274,32.637505279160031,-106.387509783968483
4275,32.662505156760695,-109.037510350708558
4276,32.662505157965462,-109.012510345511288
4277,32.662505159170024,-108.987510340311374
4278,32.662505160374351,-108.962510335108959
4279,32.662505161578437,-108.937510329903887
4280,32.662505162782310,-108.912510324696299
4281,32.662505163985948,-108.887510319486125
4282,32.662505165189344,-108.862510314273322
4283,32.662505166392513,-108.837510309057990
4284,32.662505167595469,-108.812510303840043
4285,32.662505168798184,-108.787510298619551
4286,32.662505170000671,-108.762510293396517
4287,32.662505171202923,-108.737510288170839
4288,32.662505172404956,-108.712510282942645
4289,32.662505173606739,-108.687510277711809
4290,32.662505174808295,-108.662510272478485
4291,32.662505176009638,-108.637510267242561
4292,32.662505177210733,-108.612510262004037
4293,32.662505178411600,-108.587510256762997
4294,32.662505179612232,-108.562510251519342
4295,32.662505180812630,-108.537510246273158
4296,32.662505182012815,-108.512510241024430
4297,32.662505183212751,-108.487510235773073
4298,32.662505184412439,-108.462510230519214
4299,32.662505185611913,-108.437510225262727
4300,32.662505186811138,-108.412510220003753
4301,32.662505188010151,-108.387510214742193
4302,32.662505189208915,-108.362510209478032
4303,32.662505190407444,-108.337510204211384
4304,32.662505191605746,-108.312510198942107
4305,32.662505192803813,-108.287510193670357
4306,32.662505194001618,-108.262510188396035
4307,32.662505195199230,-108.237510183119099
4308,32.662505196396573,-108.212510177839647
4309,32.662505197593696,-108.187510172557623
4310,32.662505198790591,-108.162510167273098
4311,32.662505199987237,-108.137510161986015
4312,32.662505201183642,-108.112510156696331
4313,32.662505202379826,-108.087510151404160
4314,32.662505203575755,-108.062510146109375
4315,32.662505204771449,-108.037510140812103
4316,32.662505205966930,-108.012510135512301
4317,32.662505207162148,-107.987510130209898
4318,32.662505208357153,-107.962510124904995
4319,32.662505209551902,-107.937510119597491
4320,32.662505210746403,-107.912510114287528
4321,32.662505211940676,-107.887510108975022
4322,32.662505213134715,-107.862510103659915
4323,32.662505214328519,-107.837510098342321
4324,32.662505215522074,-107.812510093022141
4325,32.662505216715388,-107.787510087699474
4326,32.662505217908468,-107.762510082374277
4327,32.662505219101320,-107.737510077046480
4328,32.662505220293902,-107.712510071716238
4329,32.662505221486285,-107.687510066383382
4330,32.662505222678391,-107.662510061048067
4331,32.662505223870262,-107.637510055710223
4332,32.662505225061885,-107.612510050369778
4333,32.662505226253280,-107.587510045026875
4334,32.662505227444441,-107.562510039681385
4335,32.662505228635368,-107.537510034333422
4336,32.662505229826039,-107.512510028982959
4337,32.662505231016461,-107.487510023629895
4338,32.662505232206641,-107.462510018274386
4339,32.662505233396580,-107.437510012916277
4340,32.662505234586277,-107.412510007555710
4341,32.662505235775747,-107.387510002192627
4342,32.662505236964947,-107.362509996826958
4343,32.662505238153933,-107.337509991458859
4344,32.662505239342650,-107.312509986088173
4345,32.662505240531139,-107.287509980715015
4346,32.662505241719366,-107.262509975339356
4347,32.662505242907372,-107.237509969961138
4348,32.662505244095122,-107.212509964580448
4349,32.662505245282610,-107.187509959197200
4350,32.662505246469884,-107.162509953811494
4351,32.662505247656910,-107.137509948423272
4352,32.662505248843672,-107.112509943032492
4353,32.662505250030186,-107.087509937639268
4354,32.662505251216473,-107.062509932243486
4355,32.662505252402497,-107.037509926845246
4356,32.662505253588272,-107.012509921444490
4357,32.662505254773819,-106.987509916041219
4358,32.662505255959097,-106.962509910635461
4359,32.662505257144161,-106.937509905227174
4360,32.662505258328956,-106.912509899816413
4361,32.662505259513509,-106.887509894403166
4362,32.662505260697792,-106.862509888987375
4363,32.662505261881869,-106.837509883569155
4364,32.662505263065661,-106.812509878148362
4365,32.662505264249212,-106.787509872725138
4366,32.662505265432522,-106.762509867299414
4367,32.662505266615582,-106.737509861871146
4368,32.662505267798402,-106.712509856440434
4369,32.662505268980951,-106.687509851007206
4370,32.662505270163258,-106.662509845571520
4371,32.662505271345324,-106.637509840133362
4372,32.662505272527135,-106.612509834692645
4373,32.662505273708703,-106.587509829249498
4374,32.662505274890009,-106.562509823803822
4375,32.662505276071066,-106.537509818355716
4376,32.662505277251867,-106.512509812905137
4377,32.662505278432427,-106.487509807452000
4378,32.662505279612731,-106.462509801996447
4379,32.662505280792793,-106.437509796538365
4380,32.662505281972592,-106.412509791077838
4381,32.662505283152150,-106.387509785614853
4382,32.687505160516899,-109.037510352394548
4383,32.687505161723919,-109.012510347196951
4384,32.687505162930726,-108.987510341996725
4385,32.687505164137313,-108.962510336793983
4386,32.687505165343651,-108.937510331588598
4387,32.687505166549762,-108.912510326380684
4388,32.687505167755653,-108.887510321170197
4389,32.687505168961302,-108.862510315957081
4390,32.687505170166723,-108.837510310741408
4391,32.687505171371924,-108.812510305523134
4392,32.687505172576891,-108.787510300302344
4393,32.687505173781609,-108.762510295078968
4394,32.687505174986114,-108.737510289852963
4395,32.687505176190363,-108.712510284624443
4396,32.687505177394414,-108.687510279393294
4397,32.687505178598208,-108.662510274159644
4398,32.687505179801782,-108.637510268923407
4399,32.687505181005122,-108.612510263684555
4400,32.687505182208227,-108.587510258443189
4401,32.687505183411091,-108.562510253199193
4402,32.687505184613727,-108.537510247952682
4403,32.687505185816143,-108.512510242703627
4404,32.687505187018310,-108.487510237451943
4405,32.687505188220243,-108.462510232197758
4406,32.687505189421941,-108.437510226940958
4407,32.687505190623405,-108.412510221681643
4408,32.687505191824641,-108.387510216419770
4409,32.687505193025636,-108.362510211155282
4410,32.687505194226397,-108.337510205888293
4411,32.687505195426922,-108.312510200618689
4412,32.687505196627207,-108.287510195346599
4413,32.687505197827271,-108.262510190071950
4414,32.687505199027072,-108.237510184794672
4415,32.687505200226667,-108.212510179514922
4416,32.687505201425999,-108.187510174232557
4417,32.687505202625104,-108.162510168947691
4418,32.687505203823989,-108.137510163660295
4419,32.687505205022603,-108.112510158370270
4420,32.687505206221005,-108.087510153077758
4421,32.687505207419179,-108.062510147782660
4422,32.687505208617090,-108.037510142485061
4423,32.687505209814773,-108.012510137184918
4424,32.687505211012216,-107.987510131882189
4425,32.687505212209409,-107.962510126576944
4426,32.687505213406389,-107.937510121269113
4427,32.687505214603100,-107.912510115958810
4428,32.687505215799590,-107.887510110645962
4429,32.687505216995831,-107.862510105330514
4430,32.687505218191838,-107.837510100012608
4431,32.687505219387610,-107.812510094692072
4432,32.687505220583127,-107.787510089369064
4433,32.687505221778423,-107.762510084043555
4434,32.687505222973456,-107.737510078715417
4435,32.687505224168262,-107.712510073384834
4436,32.687505225362827,-107.687510068051637
4437,32.687505226557150,-107.662510062715995
4438,32.687505227751238,-107.637510057377796
4439,32.687505228945064,-107.612510052037038
4440,32.687505230138662,-107.587510046693779
4441,32.687505231332004,-107.562510041347977
4442,32.687505232525119,-107.537510035999674
4443,32.687505233717992,-107.512510030648855
4444,32.687505234910610,-107.487510025295450
4445,32.687505236102993,-107.462510019939600
4446,32.687505237295127,-107.437510014581150
4447,32.687505238487013,-107.412510009220242
4448,32.687505239678678,-107.387510003856818
4449,32.687505240870081,-107.362509998490808
4450,32.687505242061235,-107.337509993122367
4451,32.687505243252154,-107.312509987751326
4452,32.687505244442818,-107.287509982377856
4453,32.687505245633261,-107.262509977001855
4454,32.687505246823441,-107.237509971623282
4455,32.687505248013366,-107.212509966242251
4456,32.687505249203056,-107.187509960858648
4457,32.687505250392512,-107.162509955472586
4458,32.687505251581705,-107.137509950084052
4459,32.687505252770656,-107.112509944692917
4460,32.687505253959351,-107.087509939299352
4461,32.687505255147819,-107.062509933903215
4462,32.687505256336024,-107.037509928504633
4463,32.687505257523988,-107.012509923103536
4464,32.687505258711703,-106.987509917699910
4465,32.687505259899162,-106.962509912293811
4466,32.687505261086379,-106.937509906885182
4467,32.687505262273355,-106.912509901474081
4468,32.687505263460082,-106.887509896060493
4469,32.687505264646560,-106.862509890644347
4470,32.687505265832776,-106.837509885225771
4471,32.687505267018764,-106.812509879804637
4472,32.687505268204475,-106.787509874381058
4473,32.687505269389938,-106.762509868954993
4474,32.687505270575180,-106.737509863526370
4475,32.687505271760152,-106.712509858095316
4476,32.687505272944897,-106.687509852661719
4477,32.687505274129364,-106.662509847225706
4478,32.687505275313590,-106.637509841787178
4479,32.687505276497561,-106.612509836346135
4480,32.687505277681289,-106.587509830902633
4481,32.687505278864762,-106.562509825456615
4482,32.687505280047972,-106.537509820008140
4483,32.687505281230955,-106.512509814557205
4484,32.687505282413667,-106.487509809103727
4485,32.687505283596117,-106.462509803647819
4486,32.687505284778332,-106.437509798189367
4487,32.687505285960285,-106.412509792728514
4488,32.687505287142002,-106.387509787265159
4489,32.712505164270922,-109.037510354084631
4490,32.712505165480223,-109.012510348886721
4491,32.712505166689276,-108.987510343686168
4492,32.712505167898101,-108.962510338483099
4493,32.712505169106699,-108.937510333277388
4494,32.712505170315055,-108.912510328069175
4495,32.712505171523190,-108.887510322858361
4496,32.712505172731099,-108.862510317644904
4497,32.712505173938766,-108.837510312428918
4498,32.712505175146205,-108.812510307210331
4499,32.712505176353417,-108.787510301989201
4500,32.712505177560374,-108.762510296765512
4501,32.712505178767138,-108.737510291539181
4502,32.712505179973640,-108.712510286310334
4503,32.712505181179914,-108.687510281078858
4504,32.712505182385954,-108.662510275844880
4505,32.712505183591752,-108.637510270608317
4506,32.712505184797344,-108.612510265369153
4507,32.712505186002687,-108.587510260127445
4508,32.712505187207782,-108.562510254883108
4509,32.712505188412656,-108.537510249636298
4510,32.712505189617289,-108.512510244386903
4511,32.712505190821702,-108.487510239134892
4512,32.712505192025866,-108.462510233880380
4513,32.712505193229795,-108.437510228623239
4514,32.712505194433497,-108.412510223363611
4515,32.712505195636943,-108.387510218101397
4516,32.712505196840191,-108.362510212836582
4517,32.712505198043175,-108.337510207569281
4518,32.712505199245918,-108.312510202299336
4519,32.712505200448433,-108.287510197026918
4520,32.712505201650714,-108.262510191751929
4521,32.712505202852761,-108.237510186474339
4522,32.712505204054558,-108.212510181194233
4523,32.712505205256122,-108.187510175911541
4524,32.712505206457450,-108.162510170626348
4525,32.712505207658538,-108.137510165338611
4526,32.712505208859405,-108.112510160048259
4527,32.712505210059994,-108.087510154755435
4528,32.712505211260385,-108.062510149459982
4529,32.712505212460542,-108.037510144162056
4530,32.712505213660414,-108.012510138861572
4531,32.712505214860073,-107.987510133558501
4532,32.712505216059498,-107.962510128252930
4533,32.712505217258673,-107.937510122944758
4534,32.712505218457601,-107.912510117634127
4535,32.712505219656308,-107.887510112320939
4536,32.712505220854759,-107.862510107005164
4537,32.712505222052975,-107.837510101686917
4538,32.712505223250950,-107.812510096366040
4539,32.712505224448684,-107.787510091042705
4540,32.712505225646161,-107.762510085716841
4541,32.712505226843419,-107.737510080388375
4542,32.712505228040442,-107.712510075057452
4543,32.712505229237188,-107.687510069723928
4544,32.712505230433720,-107.662510064387931
4545,32.712505231630011,-107.637510059049404
4546,32.712505232826047,-107.612510053708291
4547,32.712505234021826,-107.587510048364706
4548,32.712505235217378,-107.562510043018548
4549,32.712505236412682,-107.537510037669918
4550,32.712505237607751,-107.512510032318758
4551,32.712505238802564,-107.487510026965012
4552,32.712505239997149,-107.462510021608821
4553,32.712505241191472,-107.437510016250030
4554,32.712505242385575,-107.412510010888795
4555,32.712505243579415,-107.387510005525016
4556,32.712505244773013,-107.362510000158679
4557,32.712505245966348,-107.337509994789883
4558,32.712505247159456,-107.312509989418501
4559,32.712505248352322,-107.287509984044675
4560,32.712505249544932,-107.262509978668334
4561,32.712505250737294,-107.237509973289420
4562,32.712505251929414,-107.212509967908048
4563,32.712505253121293,-107.187509962524103
4564,32.712505254312916,-107.162509957137701
4565,32.712505255504297,-107.137509951748797
4566,32.712505256695430,-107.112509946357335
4567,32.712505257886320,-107.087509940963429
4568,32.712505259076941,-107.062509935566936
4569,32.712505260267342,-107.037509930168014
4570,32.712505261457473,-107.012509924766576
4571,32.712505262647376,-106.987509919362594
4572,32.712505263837009,-106.962509913956154
4573,32.712505265026408,-106.937509908547156
4574,32.712505266215551,-106.912509903135714
4575,32.712505267404445,-106.887509897721770
4576,32.712505268593091,-106.862509892305283
4577,32.712505269781488,-106.837509886886366
4578,32.712505270969636,-106.812509881464877
4579,32.712505272157514,-106.787509876040957
4580,32.712505273345165,-106.762509870614522
4581,32.712505274532568,-106.737509865185558
4582,32.712505275719707,-106.712509859754164
4583,32.712505276906597,-106.687509854320226
4584,32.712505278093246,-106.662509848883857
