OID_,Latitude,Longitude
595,31.762505038056517,-108.637510209417584
596,31.762505039176606,-108.612510204189775
597,31.762505040296475,-108.587510198959464
598,31.762505041416148,-108.562510193726538
599,31.762505042535633,-108.537510188491112
600,31.762505043654905,-108.512510183253127
601,31.762505044773981,-108.487510178012542
602,31.762505045892869,-108.462510172769470
603,31.762505047011548,-108.437510167523783
604,31.762505048130027,-108.412510162275595
605,31.762505049248315,-108.387510157024863
606,31.762505050366389,-108.362510151771531
607,31.762505051484265,-108.337510146515712
608,31.762505052601949,-108.312510141257292
609,31.762505053719426,-108.287510135996385
610,31.762505054836716,-108.262510130732934
611,31.762505055953770,-108.237510125466869
612,31.762505057070673,-108.212510120198331
613,31.787505023941883,-109.037510294254460
614,31.787505025067365,-109.012510289067464
615,31.787505026192651,-108.987510283877839
616,31.787505027317760,-108.962510278685698
617,31.787505028442670,-108.937510273490943
618,31.787505029567374,-108.912510268293659
619,31.787505030691889,-108.887510263093830
620,31.787505031816202,-108.862510257891358
621,31.787505032940313,-108.837510252686371
622,31.787505034064239,-108.812510247478784
623,31.787505035187966,-108.787510242268667
624,31.787505036311490,-108.762510237056006
625,31.787505037434823,-108.737510231840716
626,31.787505038557942,-108.712510226622911
627,31.787505039680873,-108.687510221402505
628,31.787505040803623,-108.662510216179598
629,31.787505041926135,-108.637510210954119
630,31.787505043048480,-108.612510205726025
631,31.787505044170622,-108.587510200495444
632,31.787505045292562,-108.562510195262234
633,31.787505046414292,-108.537510190026538
634,31.787505047535827,-108.512510184788297
635,31.787505048657177,-108.487510179547428
636,31.787505049778304,-108.462510174304072
637,31.787505050899245,-108.437510169058115
638,31.787505052019977,-108.412510163809671
639,31.787505053140507,-108.387510158558655
640,31.787505054260844,-108.362510153305053
641,31.787505055380976,-108.337510148048963
642,31.787505056500915,-108.312510142790259
643,31.787505057620635,-108.287510137529068
644,31.787505058740166,-108.262510132265348
645,31.787505059859477,-108.237510126999013
646,31.787505060978599,-108.212510121730190
647,31.787505062097519,-108.187510116458796
648,31.787505063216241,-108.162510111184886
649,31.787505064334773,-108.137510105908461
650,31.787505065453068,-108.112510100629436
651,31.787505066571185,-108.087510095347938
652,31.787505067689100,-108.062510090063824
653,31.787505068806780,-108.037510084777267
654,31.787505069924272,-108.012510079488138
655,31.787505071041565,-107.987510074196450
656,31.787505072158663,-107.962510068902276
657,31.787505073275547,-107.937510063605515
658,31.787505074392222,-107.912510058306282
659,31.787505075508697,-107.887510053004519
660,31.787505076624971,-107.862510047700169
661,31.787505077741020,-107.837510042393362
662,31.787505078856867,-107.812510037083953
663,31.787505079972522,-107.787510031772086
664,31.787505081087968,-107.762510026457718
665,31.787505082203211,-107.737510021140736
666,31.787505083318251,-107.712510015821323
667,31.787505084433068,-107.687510010499295
668,31.787505085547686,-107.662510005174838
669,31.787505086662115,-107.637509999847850
670,31.787505087776289,-107.612509994518277
671,31.787505088890285,-107.587509989186259
672,31.787505090004082,-107.562509983851669
673,31.787505091117652,-107.537509978514606
674,31.787505092231022,-107.512509973175042
675,31.787505093344190,-107.487509967832906
676,31.787505094457153,-107.462509962488312
677,31.787505095569895,-107.437509957141160
678,31.787505096682434,-107.412509951791549
679,31.787505097794757,-107.387509946439437
680,31.787505098906866,-107.362509941084753
681,31.787505100018777,-107.337509935727638
682,31.787505101130478,-107.312509930367924
683,31.787505102241958,-107.287509925005793
684,31.787505103353219,-107.262509919641161
685,31.787505104464291,-107.237509914273957
686,31.787505105575143,-107.212509908904323
687,31.787505106685792,-107.187509903532117
688,31.787505107796225,-107.162509898157467
689,31.787505108906444,-107.137509892780329
690,31.787505110016458,-107.112509887400634
691,31.787505111126240,-107.087509882018495
692,31.787505112235841,-107.062509876633811
693,31.787505113345205,-107.037509871246684
694,31.787505114454365,-107.012509865857069
695,31.787505115563313,-106.987509860464911
696,31.787505116672055,-106.962509855070323
697,31.787505117780558,-106.937509849673177
698,31.787505118888873,-106.912509844273600
699,31.787505119996986,-106.887509838871537
700,31.787505121104843,-106.862509833466930
701,31.787505122212529,-106.837509828059893
702,31.787505123319978,-106.812509822650313
703,31.787505124427220,-106.787509817238316
704,31.787505125534217,-106.762509811823818
705,31.787505126641037,-106.737509806406791
706,31.787505127747629,-106.712509800987334
707,31.787505128854015,-106.687509795565362
708,31.787505129960174,-106.662509790140959
709,31.787505131066123,-106.637509784714069
710,31.787505132171855,-106.612509779284665
711,31.787505133277360,-106.587509773852815
712,31.787505134382659,-106.562509768418451
713,31.787505135487763,-106.537509762981671
714,31.812505027772993,-109.037510295799265
715,31.812505028900759,-109.012510290611999
716,31.812505030028341,-108.987510285422104
717,31.812505031155720,-108.962510280229694
718,31.812505032282886,-108.937510275034668
719,31.812505033409870,-108.912510269837114
720,31.812505034536649,-108.887510264637001
721,31.812505035663229,-108.862510259434274
722,31.812505036789627,-108.837510254229016
723,31.812505037915805,-108.812510249021145
724,31.812505039041806,-108.787510243810758
725,31.812505040167594,-108.762510238597827
726,31.812505041293178,-108.737510233382267
727,31.812505042418586,-108.712510228164192
728,31.812505043543776,-108.687510222943502
729,31.812505044668772,-108.662510217720339
730,31.812505045793575,-108.637510212494576
731,31.812505046918162,-108.612510207266212
732,31.812505048042564,-108.587510202035361
733,31.812505049166770,-108.562510196801867
